run,model,data_spec,prior_spec,constraint_spec,restriction,unit,prior_mean,prior_sd,sddr_bf01
hsa_steady_output_gap_bn_weak_20260622_205752,hsa_steady,output_gap_bn,weak,unrestricted,kappa_0=0,inflation points per x point at average Nbar,0.1,0.5,6.432961158025251
hsa_steady_output_gap_bn_weak_20260622_205752,hsa_steady,output_gap_bn,weak,unrestricted,delta=0,change in kappa_t per +10 log-point Nbar deviation,0.0,0.1,0.5009110318602326
