"date","original_series","trend","cycle","cycle_conf_int_lower_bound","cycle_conf_int_upper_bound","trend_conf_int_lower_bound","trend_conf_int_upper_bound","cycle_adjusted_conf_int_lower_bound","cycle_adjusted_conf_int_upper_bound","trend_adjusted_conf_int_lower_bound","trend_adjusted_conf_int_upper_bound"
"1993-04-01","15.4995036568226","15.50263167676911","-0.0031275874136399502","-0.006356457636194465","0.00010128280891456495","15.499402806546554","15.505860546991665","-0.006356457636194465","0.00010128280891456495","15.499402806546554","15.505860546991665"
"1993-07-01","15.503394334564900","15.506177120291957","-0.0027829933998666074","-0.0060118636224211226","0.0004458768226879078","15.502948250069402","15.509405990514512","-0.0060118636224211226","0.0004458768226879078","15.502948250069402","15.509405990514512"
"1993-10-01","15.511314038898600","15.510764939698936","0.0005494523909083018","-0.0026794178316462136","0.0037783226134628168","15.50753606947638","15.513993809921491","-0.0026794178316462136","0.0037783226134628168","15.50753606947638","15.513993809921491"
"1994-01-01","15.516437540872300","15.515430626576327","0.0010069039412510569","-0.0022219662813034585","0.004235774163805572","15.512201756353772","15.518659496798882","-0.0022219662813034585","0.004235774163805572","15.512201756353772","15.518659496798882"
"1994-04-01","15.520263013829500","15.519798949260426","0.00046376894025720454","-0.002765101282297311","0.0036926391628117196","15.516570079037871","15.523027819482982","-0.002765101282297311","0.0036926391628117196","15.516570079037871","15.523027819482982"
"1994-07-01","15.526425776146500","15.524485493681503","0.0019398679517980285","-0.0012890022707564867","0.005168738174352544","15.521256623458948","15.527714363904058","-0.0012890022707564867","0.005168738174352544","15.521256623458948","15.527714363904058"
"1994-10-01","15.534524408664600","15.52992613496323","0.004597828964993642","0.001368958742439127","0.007826699187548157","15.526697264740674","15.533155005185785","0.001368958742439127","0.007826699187548157","15.526697264740674","15.533155005185785"
"1995-01-01","15.537745585875700","15.53484462514761","0.002900850621432981","-0.0003280196011215342","0.006129720843987496","15.531615754925054","15.538073495370165","-0.0003280196011215342","0.006129720843987496","15.531615754925054","15.538073495370165"
"1995-04-01","15.544156978474900","15.540223040568977","0.0039339876292660515","0.0007051174067115363","0.007162857851820567","15.536994170346421","15.543451910791532","0.0007051174067115363","0.007162857851820567","15.536994170346421","15.543451910791532"
"1995-07-01","15.548761997147700","15.545358549343629","0.003403772128539569","0.00017490190598505378","0.006632642351094084","15.542129679121073","15.548587419566184","0.00017490190598505378","0.006632642351094084","15.542129679121073","15.548587419566184"
"1995-10-01","15.55316999056880","15.550317906457169","0.0028522977054286735","-0.00037657251712584165","0.006081167927983189","15.547089036234613","15.553546776679724","-0.00037657251712584165","0.006081167927983189","15.547089036234613","15.553546776679724"
"1996-01-01","15.556857748105600","15.555052615892127","0.0018054468520140709","-0.0014234233705404443","0.005034317074568586","15.551823745669571","15.558281486114682","-0.0014234233705404443","0.005034317074568586","15.551823745669571","15.558281486114682"
"1996-04-01","15.562276845353300","15.560074207921925","0.0022026322880363074","-0.0010262379345182078","0.005431502510590823","15.55684533769937","15.56330307814448","-0.0010262379345182078","0.005431502510590823","15.55684533769937","15.56330307814448"
"1996-07-01","15.566972894907800","15.565020440603611","0.001952291940334465","-0.0012765782822200503","0.00518116216288898","15.561791570381056","15.568249310826166","-0.0012765782822200503","0.00518116216288898","15.561791570381056","15.568249310826166"
"1996-10-01","15.572337599518900","15.57007001122405","0.0022671393496808043","-0.0009617308728737109","0.0054960095722353195","15.566841141001495","15.573298881446606","-0.0009617308728737109","0.0054960095722353195","15.566841141001495","15.573298881446606"
"1997-01-01","15.579388936804900","15.575558590594037","0.00383002787520178","0.000601157652647265","0.007058898097756295","15.572329720371481","15.578787460816592","0.000601157652647265","0.007058898097756295","15.572329720371481","15.578787460816592"
"1997-04-01","15.584687619885200","15.580922203052227","0.0037650299189646293","0.0005361596964101141","0.0069939001415191444","15.577693332829671","15.584151073274782","0.0005361596964101141","0.0069939001415191444","15.577693332829671","15.584151073274782"
"1997-07-01","15.590636453138300","15.58638760242029","0.004248650936643651","0.001019780714089136","0.007477521159198166","15.583158732197735","15.589616472642845","0.001019780714089136","0.007477521159198166","15.583158732197735","15.589616472642845"
"1997-10-01","15.596381629825600","15.591915330943127","0.004465856495837805","0.0012369862732832895","0.00769472671839232","15.588686460720572","15.595144201165683","0.0012369862732832895","0.00769472671839232","15.588686460720572","15.595144201165683"
"1998-01-01","15.598233318859000","15.596541706546681","0.001691516414745511","-0.0015373538078090041","0.004920386637300026","15.593312836324126","15.599770576769236","-0.0015373538078090041","0.004920386637300026","15.593312836324126","15.599770576769236"
"1998-04-01","15.60426953020010","15.601615631815305","0.002654349568972469","-0.0005745206535820464","0.005883219791526984","15.59838676159275","15.60484450203786","-0.0005745206535820464","0.005883219791526984","15.59838676159275","15.60484450203786"
"1998-07-01","15.61309038930790","15.607604644251511","0.005485870885206916","0.0022570006626524007","0.008714741107761432","15.604375774028956","15.610833514474066","0.0022570006626524007","0.008714741107761432","15.604375774028956","15.610833514474066"
