"date","original_series","transformed_series","trend","cycle","cycle_conf_int_lower_bound","cycle_conf_int_upper_bound","trend_conf_int_lower_bound","trend_conf_int_upper_bound"
"1974-01-01","1332.185317","7.194575786590576","7.163383524681579","0.031192261908997848","-0.03370415482090426","0.09608867863889996","7.0984871079516765","7.228279941411481"
"1975-01-01","1276.988291","7.152259826660156","7.164539919147724","-0.01228009248756762","-0.07717650921746973","0.05261632424233449","7.0996435024178215","7.229436335877626"
"1976-01-01","1258.193699","7.13743257522583","7.16134503902383","-0.02391246379800033","-0.08880888052790244","0.04098395293190178","7.096448622293928","7.2262414557537324"
"1977-01-01","1279.333237","7.154094219207764","7.157239700069512","-0.0031454808617483675","-0.06804189759165048","0.06175093586815374","7.09234328333961","7.2221361167994145"
"1978-01-01","1294.731707","7.166058540344238","7.162106714779249","0.003951825564989927","-0.06094459116491218","0.06884824229489203","7.0972102980493466","7.227003131509151"
"1979-01-01","1306.697463","7.175258159637451","7.163646819720812","0.011611339916639329","-0.05328507681326278","0.07650775664654144","7.09875040299091","7.228543236450714"
"1980-01-01","1309.17995","7.177156448364258","7.168803390071206","0.008353058293052083","-0.05654335843685003","0.07324947502295419","7.103906973341304","7.233699806801108"
"1981-01-01","1311.037386","7.178574085235596","7.171586147455087","0.006987937780508931","-0.057908478949393175","0.07188435451041104","7.106689730725185","7.236482564184989"
"1982-01-01","1308.52582","7.176656723022461","7.175015315264575","0.0016414077578860793","-0.06325500897201602","0.0665378244877882","7.110118898534672","7.239911731994477"
"1983-01-01","1328.089704","7.191496849060059","7.179262497179","0.012234351881058864","-0.05266206484884325","0.07713076861096098","7.114366080449098","7.244158913908902"
"1984-01-01","1330.340897","7.193190574645996","7.185389179645406","0.00780139500058987","-0.05709502172931224","0.07269781173049197","7.120492762915504","7.250285596375308"
"1985-01-01","1225.997227","7.111509799957275","7.177113369672598","-0.06560356971532195","-0.13049998644522406","-0.0007071529854198455","7.1122169529426955","7.2420097864025"
"1986-01-01","1079.984326","6.984701633453369","7.140903541924406","-0.1562019084710366","-0.2210983252009387","-0.09130549174113449","7.076007125194503","7.205799958654308"
"1987-01-01","1064.628403","6.970381259918213","7.095672482077166","-0.1252912221589534","-0.19018763888885554","-0.060394805429051304","7.030776065347264","7.160568898807068"
"1988-01-01","1084.83818","6.9891862869262695","7.066958378885073","-0.07777209195880336","-0.14266850868870545","-0.012875675228901248","7.002061962155171","7.131854795614975"
"1989-01-01","1124.796748","7.025357723236084","7.0459100713209954","-0.0205523480849119","-0.085448764814814","0.044344068644990214","6.981013654591093","7.110806488050898"
"1990-01-01","1142.863999","7.041292667388916","7.037701055087538","0.0035916123013780524","-0.061304804428524054","0.06848802903128016","6.972804638357636","7.1025974718174405"
"1991-01-01","1141.412246","7.0400214195251465","7.03205360302037","0.007967816504776208","-0.0569286002251259","0.07286423323467832","6.967157186290468","7.096950019750272"
"1992-01-01","1129.116657","7.029191017150879","7.029499559036367","-0.00030854188548771946","-0.06520495861538983","0.06458787484441439","6.964603142306465","7.094395975766269"
"1993-01-01","1086.207843","6.990447998046875","7.024003495022677","-0.03355549697580127","-0.09845191370570339","0.03134091975410084","6.959107078292774","7.088899911752579"
"1994-01-01","1054.580723","6.960898399353027","7.0102682482151","-0.049369848862072296","-0.1142662655919744","0.015526567867829813","6.945371831485198","7.075164664945002"
"1995-01-01","1050.882962","6.957386016845703","6.997290255137626","-0.039904238291923404","-0.1048006550218255","0.024992178437978706","6.932393838407724","7.062186671867528"
"1996-01-01","1033.208255","6.940423965454102","6.986387594782127","-0.04596362932802603","-0.11086004605792814","0.01893278740187608","6.921491178052225","7.051284011512029"
"1997-01-01","1044.689115","6.951474666595459","6.974518401596946","-0.023043735001486914","-0.08794015173138903","0.04185268172841519","6.9096219848670435","7.039414818326848"
"1998-01-01","1102.861932","7.005663871765137","6.975727347506375","0.029936524258761532","-0.03495989247114058","0.09483294098866364","6.910830930776473","7.040623764236277"
"1999-01-01","1176.182828","7.0700297355651855","6.992335013915869","0.07769472164931615","0.012798304919414041","0.14259113837921827","6.927438597185967","7.057231430645771"
"2000-01-01","1257.513464","7.1368913650512695","7.02219269804395","0.11469866700731948","0.04980225027741737","0.1795950837372216","6.957296281314048","7.087089114773852"
"2001-01-01","1355.269159","7.211755275726318","7.065887600747382","0.14586767497893652","0.08097125824903441","0.21076409170883864","7.000991184017479","7.130784017477284"
"2002-01-01","1449.967827","7.279296398162842","7.1196862373813765","0.15961016078146537","0.09471374405156326","0.2245065775113675","7.054789820651474","7.184582654111279"
"2003-01-01","1450.576253","7.2797160148620605","7.170637810185431","0.10907820467662993","0.04418178794672782","0.17397462140653203","7.105741393455529","7.235534226915333"
"2004-01-01","1461.740852","7.287383556365967","7.209006491201263","0.07837706516470314","0.013480648434801026","0.14327348189460526","7.144110074471361","7.2739029079311655"
"2005-01-01","1479.020154","7.299135208129883","7.244603746901335","0.054531461228547407","-0.009027393685308402","0.11809031614240321","7.181044891987479","7.308162601815191"
"2006-01-01","1478.366287","7.29869270324707","7.270841730768084","0.027850972478986106","-0.03806457501678227","0.09376651997475448","7.204926183272316","7.336757278263852"
"2007-01-01","1511.008774","7.32053279876709","7.292118177603378","0.028414621163712166","-0.038683542344642455","0.0955127846720668","7.225020014095023","7.359216341111733"
"2008-01-01","1569.58042","7.358563423156738","7.315445295912832","0.04311812724390566","-0.004688660002801499","0.09092491449061282","7.267638508666125","7.36325208315954"
"2009-01-01","1601.691377","7.378815650939941","7.338148339774806","0.04066731116513578","-0.005085278016029683","0.08641990034630123","7.2923957505936405","7.383900928955971"
"2010-01-01","1613.66021","7.386260032653809","7.357144531680848","0.02911550097296098","-0.015556902658788594","0.07378790460471056","7.312472128049098","7.401816935312597"
"2011-01-01","1642.127291","7.403748035430908","7.3753610433897","0.02838699204120857","-0.016945556844085802","0.07371954092650294","7.330028494504405","7.420693592274994"
"2012-01-01","1667.15395","7.418873310089111","7.393381319932506","0.02549199015660532","-0.0022661121550816843","0.05325009246829233","7.365623217620819","7.421139422244193"
"2013-01-01","1678.134699","7.425437927246094","7.409749934764537","0.0156879924815572","-0.011342080639441737","0.04271806560255614","7.382719861643538","7.4367800078855355"
