"date","original_series","transformed_series","trend","cycle","cycle_conf_int_lower_bound","cycle_conf_int_upper_bound","trend_conf_int_lower_bound","trend_conf_int_upper_bound"
"1961-10-01","1.557656","155.76560974121094","154.1022220935281","1.6633876476828504","-1.0993903876273239","4.426165682993025","151.33944405821794","156.86500012883826"
"1962-01-01","1.564076","156.4075927734375","154.54256630634242","1.8650264670950851","-0.9120224766619085","4.642075410852079","151.76551736258543","157.31961525009942"
"1962-04-01","1.552416","155.24159240722656","154.87540615606974","0.36618625115682263","-2.4112652543886677","3.1436377567023133","152.09795465052426","157.65285766161523"
"1962-07-01","1.569974","156.9973907470703","155.3089224347738","1.688468312296517","-1.21319536505619","4.590131989649224","152.4072587574211","158.2105861121265"
"1962-10-01","1.564550","156.4550018310547","155.7042858932626","0.7507159377920686","-2.2032827159053334","3.7047145914894704","152.7502872395652","158.65828454696"
"1963-01-01","1.567318","156.73179626464844","156.02651498897484","0.7052812756736103","-2.0938128911585348","3.5043754425057556","153.2274208221427","158.82560915580697"
"1963-04-01","1.569724","156.97239685058594","156.2806181009983","0.6917787495876361","-2.073140045150905","3.4566975443261776","153.51569930625976","159.04553689573686"
"1963-07-01","1.587500","158.75","156.71924087691824","2.030759123081753","-0.8683342211635772","4.929852467327083","153.8201475326729","159.61833422116356"
"1963-10-01","1.584047","158.40469360351562","157.12335167541195","1.281341928103662","-1.5932587571164867","4.155942613323811","154.2487509901918","159.9979523606321"
"1964-01-01","1.595401","159.54010009765625","157.59696323145639","1.9431368661998623","-1.0479399564305887","4.934213688830313","154.60588640882594","160.58804005408683"
"1964-04-01","1.588390","158.83900451660156","157.98575541450438","0.8532491020971806","-2.1439486411346147","3.8504468453289764","154.9885576712726","160.98295315773618"
"1964-07-01","1.592553","159.2552947998047","158.32748093257254","0.9278138672321378","-1.8805688331334172","3.7361965675976925","155.519098232207","161.13586363293808"
"1964-10-01","1.577122","157.7122039794922","158.4252153871932","-0.713011407701012","-3.5270607389001354","2.1010379234981116","155.61116605599406","161.23926471839232"
"1965-01-01","1.596916","159.69158935546875","158.61456556460732","1.077023790861421","-1.816359785106035","3.9704073668288773","155.72118198863987","161.50794914057477"
"1965-04-01","1.594933","159.49330139160156","158.8344351509171","0.6588662406844636","-2.2530329513486813","3.5707654327176086","155.92253595888397","161.74633434295023"
"1965-07-01","1.619681","161.9680938720703","159.35190342456343","2.61619044750687","-0.15403420562563852","5.386415100639378","156.58167877143092","162.12212807769595"
"1965-10-01","1.632535","163.2534942626953","160.13674870164465","3.1167455610506742","0.37451494403213514","5.858976178069213","157.3945180846261","162.8789793186632"
"1966-01-01","1.632210","163.22100830078125","160.97949081831126","2.241517482469987","-0.5073180817115261","4.9903530466515","158.23065525412974","163.72832638249278"
"1966-04-01","1.606586","160.65859985351562","161.40653338920316","-0.7479335356875475","-3.691853025618298","2.1959859542432034","158.4626138992724","164.3504528791339"
"1966-07-01","1.601192","160.11920166015625","161.51564636781555","-1.3964447076592932","-4.25324672129716","1.4603573059785728","158.6588443541777","164.3724483814534"
"1966-10-01","1.602334","160.2333984375","161.45860053330523","-1.225202095805217","-4.104325534875859","1.6539213432654254","158.5794770942346","164.33772397237587"
"1967-01-01","1.607586","160.75860595703125","161.4067882355681","-0.6481822785368385","-3.54236794795888","2.2460033908852024","158.51260256614606","164.30097390499012"
"1967-04-01","1.597778","159.77780151367188","161.21052775576143","-1.4327262420895501","-4.394508987714831","1.5290565035357309","158.24874501013616","164.1723105013867"
"1967-07-01","1.599165","159.91650390625","160.96601107182772","-1.0495071655777257","-3.9668538280124404","1.8678394968569887","158.048664409393","163.88335773426243"
"1967-10-01","1.598813","159.8813018798828","160.71246160575166","-0.8311597258688467","-3.6390626411050193","1.9767431893673257","157.90455869051547","163.52036452098784"
"1968-01-01","1.604152","160.41519165039062","160.57013475068126","-0.15494310029063696","-2.969229015705206","2.659342815123932","157.7558488352667","163.38442066609582"
"1968-04-01","1.609423","160.9423065185547","160.54133183900242","0.4009746795522507","-2.398614802275075","3.2005641613795763","157.7417423571751","163.34092132082975"
"1968-07-01","1.594535","159.45350646972656","160.43270047330626","-0.9791940035796968","-3.85554098439277","1.8971529772333766","157.55635349249317","163.30904745411934"
"1968-10-01","1.581982","158.1981964111328","160.12071345626802","-1.9225170451352056","-4.824452382583761","0.9794182923133496","157.21877811881947","163.02264879371657"
"1969-01-01","1.595894","159.5894012451172","159.93326906380872","-0.34386781869152483","-3.277195501745562","2.5894598643625124","156.99994138075468","162.86659674686277"
"1969-04-01","1.574203","157.42030334472656","159.5776763898887","-2.157373045162129","-5.201917509880955","0.8871714195566969","156.53313192516987","162.62222085460752"
"1969-07-01","1.562242","156.2241973876953","158.9697398690169","-2.745542481321588","-5.837534861804625","0.3464498991614491","155.87774748853386","162.06173224949995"
"1969-10-01","1.543666","154.36660766601562","158.10788043410506","-3.7412727680894298","-6.731567149484485","-0.7509783866943742","155.11758605271","161.0981748155001"
"1970-01-01","1.536342","153.6342010498047","157.1189453349736","-3.484744285168929","-6.45805907551562","-0.511429494822238","154.14563054462693","160.09226012532028"
"1970-04-01","1.554411","155.44110107421875","156.39176383162626","-0.9506627574075279","-3.6676318117436537","1.766306296928598","153.67479477729015","159.10873288596238"
"1970-07-01","1.563615","156.3614959716797","156.0551837196865","0.30631225199316386","-2.30316324825905","2.9157877522453775","153.4457082194343","158.66465921993873"
"1970-10-01","1.554391","155.43910217285156","155.80433396361948","-0.3652317907679289","-2.9537072436826888","2.223243662146831","153.21585851070472","158.39280941653425"
"1971-01-01","1.586958","158.69580078125","156.03773638387764","2.6580643973723457","-0.1346000399379066","5.450728834682598","153.24507194656738","158.8304008211879"
"1971-04-01","1.588944","158.89439392089844","156.59621096190637","2.298182958992071","-0.4994504154423858","5.095816333426527","153.7985775874719","159.39384433634083"
"1971-07-01","1.595178","159.51780700683594","157.2546879436827","2.2631190631532383","-0.5290784430807793","5.055316569387256","154.4624904374487","160.04688544991672"
"1971-10-01","1.579406","157.9405975341797","157.71034453061594","0.23025300356375816","-2.5975925101480417","3.0580985172755577","154.88249901690415","160.53819004432773"
"1972-01-01","1.574390","157.4390106201172","157.94609506830395","-0.507084448186764","-3.3466533225368242","2.332484426163296","155.1065261939539","160.785663942654"
"1972-04-01","1.601273","160.12728881835938","158.34610409562544","1.7811847227339535","-1.1749350362941733","4.73730448176208","155.3899843365973","161.30222385465356"
"1972-07-01","1.603181","160.31809997558594","158.8761978010866","1.4419021744993592","-1.567940934587543","4.451745283586261","155.86635469199967","161.8860409101735"
"1972-10-01","1.605797","160.5797119140625","159.35039432064954","1.229317593412952","-1.8200655795395315","4.278700766365436","156.30101114769707","162.39977749360202"
"1973-01-01","1.605179","160.5178985595703","159.7681835382311","0.7497150213391914","-2.3000758719301655","3.7995059146085484","156.71839264496177","162.81797443150046"
"1973-04-01","1.611513","161.15130615234375","160.2112324433597","0.9400737089840326","-2.133931967960162","4.014079385928227","157.13722676641552","163.2852381203039"
"1973-07-01","1.592684","159.26840209960938","160.3820427426883","-1.1136406430789285","-4.42024629310189","2.1929650069440334","157.07543709266534","163.68864839271126"
