run,model,data_spec,prior_spec,constraint_spec,n_transform,log_marginal_likelihood,bayes_factor_vs_baseline,sddr_delta_bf01,sddr_theta_bf01,sddr_theta0_bf01,sddr_gamma_bf01,predictive_score,posterior_predictive_rmse,notes,log_likelihood,log_prior,log_posterior_ordinate,n_draws,method
hsa_steady_unemployment_gap_end_2019_baseline_20260622_205906,hsa_steady,unemployment_gap_end_2019,baseline,unrestricted,log100_centered10,-308.1846624988608,1.0,0.28427276338507634,,,,-115.1186360418082,0.6111013386783476,SDDR uses run-specific saved priors and physical-unit posterior draws. Chib uses legacy prior ordinates and should be checked before publication.,-255.733552774214,-28.67482515318495,23.776284571461854,40,"Chib 1995, Rao-Blackwellized Gibbs ordinate"
