run,model,data_spec,prior_spec,constraint_spec,parameter,unit,mean,sd,ci_2.5,ci_97.5
hsa_dynamic_inv_markup_end_2019_baseline_20260623_021825,hsa_dynamic,inv_markup_end_2019,baseline,unrestricted,theta,inflation effect per +10 log-point Nhat deviation,-0.03889028430479788,0.2564913493787843,-0.3544256194627486,0.5649071508245689
hsa_dynamic_inv_markup_exclude_covid_baseline_20260623_021205,hsa_dynamic,inv_markup_exclude_covid,baseline,unrestricted,Nbar,reported physical units,0.1866927502116568,1.8458901809704398,-3.005083376728085,3.184038036490937
hsa_dynamic_inv_markup_exclude_covid_baseline_20260623_021205,hsa_dynamic,inv_markup_exclude_covid,baseline,unrestricted,Nhat,reported physical units,-0.1862525072921717,0.9286095924634151,-2.8152507123647683,1.2816086500684083
hsa_dynamic_inv_markup_exclude_covid_baseline_20260623_021205,hsa_dynamic,inv_markup_exclude_covid,baseline,unrestricted,Sigma,reported physical units,0.044070310765913036,0.10838009754579667,-0.03320861079263323,0.39833684228366756
hsa_dynamic_inv_markup_exclude_covid_baseline_20260623_021205,hsa_dynamic,inv_markup_exclude_covid,baseline,unrestricted,alpha,share,0.6173442164307439,0.05460357889939457,0.5056185153775631,0.7207889279375401
hsa_dynamic_inv_markup_exclude_covid_baseline_20260623_021205,hsa_dynamic,inv_markup_exclude_covid,baseline,unrestricted,corr_e_eps,reported physical units,0.0,0.0,0.0,0.0
hsa_dynamic_inv_markup_exclude_covid_baseline_20260623_021205,hsa_dynamic,inv_markup_exclude_covid,baseline,unrestricted,corr_e_u,reported physical units,0.0,0.0,0.0,0.0
hsa_dynamic_inv_markup_exclude_covid_baseline_20260623_021205,hsa_dynamic,inv_markup_exclude_covid,baseline,unrestricted,corr_e_zeta,reported physical units,-0.005953365131024732,0.12207353623714488,-0.2415184393979928,0.22706206704387277
hsa_dynamic_inv_markup_exclude_covid_baseline_20260623_021205,hsa_dynamic,inv_markup_exclude_covid,baseline,unrestricted,corr_u_eps,reported physical units,0.0,0.0,0.0,0.0
hsa_dynamic_inv_markup_exclude_covid_baseline_20260623_021205,hsa_dynamic,inv_markup_exclude_covid,baseline,unrestricted,kappa,inflation points per x point,0.00926076168591941,0.11795763559975211,-0.22041024519482982,0.24726665796550895
hsa_dynamic_inv_markup_exclude_covid_baseline_20260623_021205,hsa_dynamic,inv_markup_exclude_covid,baseline,unrestricted,n,Nbar drift in ten-log-point units,-0.033370762753253895,0.02644167212678354,-0.08058726380515326,0.019679478721608565
hsa_dynamic_inv_markup_exclude_covid_baseline_20260623_021205,hsa_dynamic,inv_markup_exclude_covid,baseline,unrestricted,phi_1,AR(1) coefficient,0.6673062636923892,0.06466233987474553,0.5410066540817025,0.7925342985843171
hsa_dynamic_inv_markup_exclude_covid_baseline_20260623_021205,hsa_dynamic,inv_markup_exclude_covid,baseline,unrestricted,rho_1,AR(2) coefficient,0.90211916586894,0.1258552213511895,0.6275320043380267,1.1155263776647153
