run,model,data_spec,prior_spec,constraint_spec,n_transform,competition_measurement_frequency,kappa_mean,kappa_ci_2.5,kappa_ci_97.5,kappa_0_mean,kappa_0_ci_2.5,kappa_0_ci_97.5,delta_mean,delta_ci_2.5,delta_ci_97.5,kappa_t_overall_mean,kappa_t_start_mean,kappa_t_end_mean
ces_inv_markup_baseline_20260702_071118,ces,inv_markup,baseline,unrestricted,log100_centered10,quarterly_interpolated,0.006727227891079419,-0.2170562420467619,0.22833437198069473,,,,,,,,,
ces_inv_markup_baseline_20260702_134314,ces,inv_markup,baseline,unrestricted,log100_centered10,quarterly_interpolated,0.006727227891079419,-0.2170562420467619,0.22833437198069473,,,,,,,,,
ces_inv_markup_baseline_annual_q4_20260702_151738,ces,inv_markup,baseline,unrestricted,log100_centered10,annual_q4,0.006727227891079419,-0.2170562420467619,0.22833437198069473,,,,,,,,,
ces_inv_markup_baseline_restricted_kappa_20260622_234855,ces,inv_markup,baseline,restricted_kappa,log100_centered10,quarterly_interpolated,0.09235056877766588,0.004013533188700571,0.2627324025581716,,,,,,,,,
ces_inv_markup_end_2019_baseline_20260623_014852,ces,inv_markup_end_2019,baseline,unrestricted,log100_centered10,quarterly_interpolated,0.009499559481792976,-0.21655429377922714,0.23108004367768442,,,,,,,,,
ces_inv_markup_exclude_covid_baseline_20260623_014850,ces,inv_markup_exclude_covid,baseline,unrestricted,log100_centered10,quarterly_interpolated,0.010507062320926583,-0.2120079579435999,0.23425157301053817,,,,,,,,,
ces_inv_markup_full_baseline_20260623_014846,ces,inv_markup_full,baseline,unrestricted,log100_centered10,quarterly_interpolated,0.006727227891079419,-0.2170562420467619,0.22833437198069473,,,,,,,,,
ces_inv_markup_post_2008_baseline_20260623_014849,ces,inv_markup_post_2008,baseline,unrestricted,log100_centered10,quarterly_interpolated,0.12159048258784923,-0.23992172859312483,0.48061408865950545,,,,,,,,,
ces_inv_markup_pre_2008_baseline_20260623_014848,ces,inv_markup_pre_2008,baseline,unrestricted,log100_centered10,quarterly_interpolated,-0.019790700395393608,-0.21644665710434052,0.17847176627594052,,,,,,,,,
ces_inv_markup_start_1988_baseline_20260623_014851,ces,inv_markup_start_1988,baseline,unrestricted,log100_centered10,quarterly_interpolated,0.012395634846036088,-0.23157103155032305,0.2676358774185647,,,,,,,,,
hsa_dynamic_inv_markup_baseline_20260702_071133,hsa_dynamic,inv_markup,baseline,unrestricted,log100_centered10,quarterly_interpolated,-0.023759135375327634,-0.24092683949233107,0.1978168625516942,,,,,,,,,
hsa_dynamic_inv_markup_baseline_20260702_134953,hsa_dynamic,inv_markup,baseline,unrestricted,log100_centered10,quarterly_interpolated,-0.023759135375327634,-0.24092683949233107,0.1978168625516942,,,,,,,,,
hsa_dynamic_inv_markup_baseline_annual_q4_20260702_192408,hsa_dynamic,inv_markup,baseline,unrestricted,log100_centered10,annual_q4,-0.014152004273506314,-0.23659662013356178,0.21170031131303838,,,,,,,,,
hsa_dynamic_inv_markup_baseline_restricted_kappa_20260622_235225,hsa_dynamic,inv_markup,baseline,restricted_kappa,log100_centered10,quarterly_interpolated,0.09300914388880667,0.003505988338471268,0.2627984427125019,,,,,,,,,
hsa_dynamic_inv_markup_end_2019_baseline_20260623_021825,hsa_dynamic,inv_markup_end_2019,baseline,unrestricted,log100_centered10,quarterly_interpolated,0.008018322082786682,-0.22374595144011272,0.23717762650389004,,,,,,,,,
hsa_dynamic_inv_markup_exclude_covid_baseline_20260623_021205,hsa_dynamic,inv_markup_exclude_covid,baseline,unrestricted,log100_centered10,quarterly_interpolated,0.00926076168591941,-0.22041024519482982,0.24726665796550895,,,,,,,,,
hsa_dynamic_inv_markup_full_baseline_20260623_020507,hsa_dynamic,inv_markup_full,baseline,unrestricted,log100_centered10,quarterly_interpolated,0.011536568494128279,-0.21740008220952822,0.2396860752338457,,,,,,,,,
hsa_dynamic_inv_markup_post_2008_baseline_20260623_021132,hsa_dynamic,inv_markup_post_2008,baseline,unrestricted,log100_centered10,quarterly_interpolated,0.1915990358099478,-0.1800912815040558,0.5619266449217035,,,,,,,,,
hsa_dynamic_inv_markup_pre_2008_baseline_20260623_020835,hsa_dynamic,inv_markup_pre_2008,baseline,unrestricted,log100_centered10,quarterly_interpolated,0.036152442755041446,-0.1768058710905903,0.24999987952598096,,,,,,,,,
hsa_dynamic_inv_markup_start_1988_baseline_20260623_021536,hsa_dynamic,inv_markup_start_1988,baseline,unrestricted,log100_centered10,quarterly_interpolated,0.019677379235863504,-0.22482703210161453,0.2730098376113282,,,,,,,,,
hsa_full_inv_markup_baseline_20260702_071116,hsa_full,inv_markup,baseline,unrestricted,log100_centered10,quarterly_interpolated,,,,0.006054480616292498,-0.21401271876949712,0.23307119864125211,-0.0012486557118277467,-0.038041173586269204,0.034923932468583524,0.005700816547333879,0.002365016792897084,0.009102486197496172
hsa_full_inv_markup_baseline_20260702_135640,hsa_full,inv_markup,baseline,unrestricted,log100_centered10,quarterly_interpolated,,,,0.006054480616292498,-0.21401271876949712,0.23307119864125211,-0.0012486557118277467,-0.038041173586269204,0.034923932468583524,0.005700816547333879,0.002365016792897084,0.009102486197496172
hsa_full_inv_markup_baseline_annual_q4_20260702_192737,hsa_full,inv_markup,baseline,unrestricted,log100_centered10,annual_q4,,,,0.007628432774283454,-0.21723229467990476,0.22881605872594585,-0.00015839136000493688,-0.037021354124741924,0.03778165398713598,0.007617527392895061,0.0075280479014665,0.008079447493622953
hsa_full_inv_markup_baseline_restricted_kappa_20260622_235601,hsa_full,inv_markup,baseline,restricted_kappa,log100_centered10,quarterly_interpolated,,,,0.03570528601637563,-0.20969088778752573,0.28277763200616796,-0.001961079843739374,-0.040059763899525896,0.03587442892895248,0.03585384531215589,0.035072521801611585,0.04084040040033621
hsa_full_inv_markup_end_2019_baseline_20260623_023257,hsa_full,inv_markup_end_2019,baseline,unrestricted,log100_centered10,quarterly_interpolated,,,,0.007191324067289549,-0.21896029677815165,0.2263855133686165,-0.0029709584021923095,-0.039467395678200026,0.032650763641991876,0.006587327995370557,0.00013574903621089873,0.01594728082311842
hsa_full_inv_markup_exclude_covid_baseline_20260623_022743,hsa_full,inv_markup_exclude_covid,baseline,unrestricted,log100_centered10,quarterly_interpolated,,,,0.07532560042356244,-0.15802544851238295,0.31865042456030623,-0.003588844804783095,-0.0418363957611038,0.034498932555993796,0.07580406327568176,0.08093316848366296,0.08333915521967221
hsa_full_inv_markup_full_baseline_20260623_022157,hsa_full,inv_markup_full,baseline,unrestricted,log100_centered10,quarterly_interpolated,,,,0.03570528601637563,-0.20969088778752573,0.28277763200616796,-0.001961079843739374,-0.040059763899525896,0.03587442892895248,0.03585384531215589,0.035072521801611585,0.04084040040033621
hsa_full_inv_markup_post_2008_baseline_20260623_022718,hsa_full,inv_markup_post_2008,baseline,unrestricted,log100_centered10,quarterly_interpolated,,,,0.12419644943388196,-0.21549829233265919,0.48115148469930324,0.0004738015947690251,-0.03812634651825451,0.041262992187919026,0.12425432156887957,0.12497931278263028,0.12407611976390424
hsa_full_inv_markup_pre_2008_baseline_20260623_022451,hsa_full,inv_markup_pre_2008,baseline,unrestricted,log100_centered10,quarterly_interpolated,,,,0.07044186767424103,-0.14299050260019674,0.2814563592526693,-0.004036002692239526,-0.04180948558964602,0.03391498768454578,0.07168363345677194,0.0802586437628142,0.07909480398512288
hsa_full_inv_markup_start_1988_baseline_20260623_023037,hsa_full,inv_markup_start_1988,baseline,unrestricted,log100_centered10,quarterly_interpolated,,,,0.05851885690608803,-0.19889569598618023,0.31875430999876325,-0.0005782063883245328,-0.03801109217452922,0.036713625009628284,0.05835447868649971,0.05650131651890409,0.06004099359188337
hsa_steady_inv_markup_baseline_20260702_071114,hsa_steady,inv_markup,baseline,unrestricted,log100_centered10,quarterly_interpolated,,,,0.012449068779280733,-0.2084404428410223,0.24475836786150798,-0.0006447498778893193,-0.03767245438167385,0.03606120750956442,0.01192918162615538,0.009821686215102984,0.013994776127813453
hsa_steady_inv_markup_baseline_20260702_134318,hsa_steady,inv_markup,baseline,unrestricted,log100_centered10,quarterly_interpolated,,,,0.012449068779280733,-0.2084404428410223,0.24475836786150798,-0.0006447498778893193,-0.03767245438167385,0.03606120750956442,0.01192918162615538,0.009821686215102984,0.013994776127813453
hsa_steady_inv_markup_baseline_annual_q4_20260702_151742,hsa_steady,inv_markup,baseline,unrestricted,log100_centered10,annual_q4,,,,0.005370220236690645,-0.21465143437247072,0.2289618776459445,-0.0006515018363690917,-0.03829448323459269,0.038256679718710294,0.005200996434601858,0.004410147765334717,0.00710845524449506
hsa_steady_inv_markup_baseline_restricted_kappa_20260622_234857,hsa_steady,inv_markup,baseline,restricted_kappa,log100_centered10,quarterly_interpolated,,,,0.01013161502826852,-0.21708973546943536,0.24079387354754123,-0.00312055868067384,-0.03967079794375448,0.03350887635312638,0.009576191401436032,0.00877601131871102,0.018226966606668383
hsa_steady_inv_markup_end_2019_baseline_20260623_020143,hsa_steady,inv_markup_end_2019,baseline,unrestricted,log100_centered10,quarterly_interpolated,,,,0.011148667016691293,-0.21571608390287483,0.23833705354975943,-0.002603552317650575,-0.03986011746750945,0.03513252286437564,0.010943579786827147,0.010388625786067475,0.017869434591007788
hsa_steady_inv_markup_exclude_covid_baseline_20260623_015535,hsa_steady,inv_markup_exclude_covid,baseline,unrestricted,log100_centered10,quarterly_interpolated,,,,0.0081002770170227,-0.22052749298649432,0.2356595217226337,-0.0024394546155218984,-0.0389285731381087,0.03431703508513342,0.00778922399254867,0.007673872719737196,0.014202748285895565
hsa_steady_inv_markup_full_baseline_20260623_014854,hsa_steady,inv_markup_full,baseline,unrestricted,log100_centered10,quarterly_interpolated,,,,0.01013161502826852,-0.21708973546943536,0.24079387354754123,-0.00312055868067384,-0.03967079794375448,0.03350887635312638,0.009576191401436032,0.00877601131871102,0.018226966606668383
hsa_steady_inv_markup_post_2008_baseline_20260623_015506,hsa_steady,inv_markup_post_2008,baseline,unrestricted,log100_centered10,quarterly_interpolated,,,,0.11765970612881198,-0.23709466054063322,0.4673192487589959,-4.948460211951073e-05,-0.04051801092333048,0.04057597086383264,0.11759265481995751,0.11837388937068585,0.11704499910659162
hsa_steady_inv_markup_pre_2008_baseline_20260623_015218,hsa_steady,inv_markup_pre_2008,baseline,unrestricted,log100_centered10,quarterly_interpolated,,,,-0.018080296029094313,-0.21793373708357391,0.1863263845091129,-0.00227030449683085,-0.04081355676739058,0.03507242845465487,-0.0183955746612517,-0.018635370517162596,-0.013001818633409894
hsa_steady_inv_markup_start_1988_baseline_20260623_015858,hsa_steady,inv_markup_start_1988,baseline,unrestricted,log100_centered10,quarterly_interpolated,,,,0.012052986516780061,-0.23434033247759284,0.2723894775630519,-0.0005622796397924917,-0.03914891607296586,0.035955150781224854,0.011951569420524527,0.010875841135825732,0.013537205601619329
