run,model,data_spec,quarter,N_total_mean,N_total_q05,N_total_q50,N_total_q95,Nbar_mean,Nbar_q05,Nbar_q50,Nbar_q95,Nhat_mean,Nhat_q05,Nhat_q50,Nhat_q95
hsa_full_inv_markup_baseline_annual_q4_20260702_192737,hsa_full,inv_markup,1982Q1,3.8425076475654363,1.201256004455334,3.71778498638899,6.915649850073576,1.4598128106070893,0.33028837609461803,1.3962888174857704,2.7397688815572976,2.3826948369583563,0.26592127306179675,2.339097768221567,4.791729171099102
hsa_full_inv_markup_baseline_annual_q4_20260702_192737,hsa_full,inv_markup,1982Q2,2.587057302894643,0.4467354749783417,2.4008597650878407,5.376983662941687,1.4256260580325741,0.3361758116698944,1.3470993232575386,2.7021304925166256,1.161431244862072,-0.03121222707889786,1.0434235096550597,2.7386899917384704
hsa_full_inv_markup_baseline_annual_q4_20260702_192737,hsa_full,inv_markup,1982Q3,-0.37673363005091814,-2.172761557617162,-0.5110688176651937,1.9436852766547177,1.3942009055878402,0.34372464116490986,1.3243300315305417,2.618578671060675,-1.7709345356387631,-3.6227311208872326,-1.8046002348121588,0.08453570727507587
hsa_full_inv_markup_baseline_annual_q4_20260702_192737,hsa_full,inv_markup,1982Q4,-0.19980358655326416,-0.3218409862307941,-0.19881236413800407,-0.07799473853114398,1.3608211500447396,0.3863836431637672,1.2893877266388516,2.5475042632229337,-1.5606247365980037,-2.755334187028223,-1.4849472481413917,-0.5862860883567161
hsa_full_inv_markup_baseline_annual_q4_20260702_192737,hsa_full,inv_markup,1983Q1,2.4627334849228335,0.6268351265282274,2.409175138569222,4.542194135462661,1.3457301611182675,0.3603535170500889,1.281369559811778,2.486540213304428,1.1170033238045705,-0.3162584046692766,1.1705243991533845,2.5278078528424817
hsa_full_inv_markup_baseline_annual_q4_20260702_192737,hsa_full,inv_markup,1983Q2,3.0430885664845846,1.1484356126090844,2.9305525909837864,5.161614110924303,1.329087217510812,0.38302980126566644,1.274162308608167,2.4179783647348536,1.7140013489737727,0.758906867016883,1.6634758264267346,2.759713291365189
hsa_full_inv_markup_baseline_annual_q4_20260702_192737,hsa_full,inv_markup,1983Q3,0.8093523566045581,-0.3254731848623027,0.6816288338679601,2.228780662802266,1.3108052132956087,0.38064327108611146,1.268008710182313,2.3311880501826683,-0.5014528566910481,-1.5787912464292202,-0.5576629733856744,0.5860526850156274
hsa_full_inv_markup_baseline_annual_q4_20260702_192737,hsa_full,inv_markup,1983Q4,-0.36948020648331026,-0.48851414661989556,-0.3670436290027899,-0.2573162296583066,1.2998633693256074,0.4143736201311657,1.2634951758524111,2.280320336230485,-1.6693435758089137,-2.6596605476595596,-1.6404012259819984,-0.7677291367455544
hsa_full_inv_markup_baseline_annual_q4_20260702_192737,hsa_full,inv_markup,1984Q1,1.1886621342784398,-0.11871521632376053,1.1644710711400368,2.690928533218548,1.2100958692748116,0.33615673250044564,1.1843196609959383,2.2064155034239628,-0.021433734996370676,-0.8439083812156178,0.025534388813732854,0.8383240790891316
hsa_full_inv_markup_baseline_annual_q4_20260702_192737,hsa_full,inv_markup,1984Q2,2.633694821587932,0.9529557601425207,2.575497121767534,4.591509647675749,1.1125500557555172,0.2535829280919202,1.0801486347278237,2.1307037679377103,1.5211447658324184,0.6646117591634816,1.5006413693899785,2.464504575206711
