pi_cpi,Epi,Epi_spf_gdp,Epi_spf_cpi,pi_cpi_core,pi_pce_core,pi_pce,pi_ppi,N_Gustavo,N_Gustavo_BN_cycle,N_Gustavo_BN_trend,N_TNIC,N_TNIC_BN_cycle,N_TNIC_BN_trend,output_BN,output_gap_BN,output_trend_BN,output,unemp_gap,oil,markup,markup_BN_inv,markup_inv,pi_cpi_prev,pi_ppi_prev,pi_cpi_core_prev,pi_pce_prev,pi_pce_core_prev,unemp_gap_prev,markup_BN_inv_prev,markup_inv_prev,output_gap_BN_prev,DATE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1913-03-31 23:59:59.999999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1913-06-30 23:59:59.999999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1913-09-30 23:59:59.999999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1913-12-31 23:59:59.999999
,,,,,,,-2.210587550901688,,,,,,,,,,,,,,,,,,,,,,,,,1914-03-31 23:59:59.999999
,,,,,,,-2.514036704935896,,,,,,,,,,,,,,,,,-2.210587550901688,,,,,,,,1914-06-30 23:59:59.999999
,,,,,,,-1.3839396701748607,,,,,,,,,,,,,,,,,-2.514036704935896,,,,,,,,1914-09-30 23:59:59.999999
,,,,,,,-3.3148255573050456,,,,,,,,,,,,,,,,,-1.3839396701748607,,,,,,,,1914-12-31 23:59:59.999999
,,,,,,,0.28044531316393506,,,,,,,,,,,,,,,,,-3.3148255573050456,,,,,,,,1915-03-31 23:59:59.999999
,,,,,,,1.719246969827215,,,,,,,,,,,,,,,,,0.28044531316393506,,,,,,,,1915-06-30 23:59:59.999999
,,,,,,,-0.5630252100840338,,,,,,,,,,,,,,,,,1.719246969827215,,,,,,,,1915-09-30 23:59:59.999999
,,,,,,,6.282677637781786,,,,,,,,,,,,,,,,,-0.5630252100840338,,,,,,,,1915-12-31 23:59:59.999999
,,,,,,,14.974576271186436,,,,,,,,,,,,,,,,,6.282677637781786,,,,,,,,1916-03-31 23:59:59.999999
,,,,,,,20.003380376912027,,,,,,,,,,,,,,,,,14.974576271186436,,,,,,,,1916-06-30 23:59:59.999999
,,,,,,,24.22885151694414,,,,,,,,,,,,,,,,,20.003380376912027,,,,,,,,1916-09-30 23:59:59.999999
,,,,,,,33.33064516129034,,,,,,,,,,,,,,,,,24.22885151694414,,,,,,,,1916-12-31 23:59:59.999999
,,,,,,,32.918110120144476,,,,,,,,,,,,,,,,,33.33064516129034,,,,,,,,1917-03-31 23:59:59.999999
,,,,,,,44.3661971830986,,,,,,,,,,,,,,,,,32.918110120144476,,,,,,,,1917-06-30 23:59:59.999999
,,,,,,,45.12244897959184,,,,,,,,,,,,,,,,,44.3661971830986,,,,,,,,1917-09-30 23:59:59.999999
,,,,,,,28.0287909030424,,,,,,,,,,,,,,,,,45.12244897959184,,,,,,,,1917-12-31 23:59:59.999999
,,,,,,,19.22586369433814,,,,,,,,,,,,,,,,,28.0287909030424,,,,,,,,1918-03-31 23:59:59.999999
,,,,,,,7.96585365853657,,,,,,,,,,,,,,,,,19.22586369433814,,,,,,,,1918-06-30 23:59:59.999999
,,,,,,,8.751699245300703,,,,,,,,,,,,,,,,,7.96585365853657,,,,,,,,1918-09-30 23:59:59.999999
,,,,,,,11.021873671280758,,,,,,,,,,,,,,,,,8.751699245300703,,,,,,,,1918-12-31 23:59:59.999999
,,,,,,,5.734883720930228,,,,,,,,,,,,,,,,,11.021873671280758,,,,,,,,1919-03-31 23:59:59.999999
,,,,,,,4.82085573577915,,,,,,,,,,,,,,,,,5.734883720930228,,,,,,,,1919-06-30 23:59:59.999999
,,,,,,,5.603448275862077,,,,,,,,,,,,,,,,,4.82085573577915,,,,,,,,1919-09-30 23:59:59.999999
,,,,,,,6.808510638297882,,,,,,,,,,,,,,,,,5.603448275862077,,,,,,,,1919-12-31 23:59:59.999999
,,,,,,,19.649848238243962,,,,,,,,,,,,,,,,,6.808510638297882,,,,,,,,1920-03-31 23:59:59.999999
,,,,,,,23.564655172413794,,,,,,,,,,,,,,,,,19.649848238243962,,,,,,,,1920-06-30 23:59:59.999999
,,,,,,,13.195918367346948,,,,,,,,,,,,,,,,,23.564655172413794,,,,,,,,1920-09-30 23:59:59.999999
,,,,,,,-8.764940239043838,,,,,,,,,,,,,,,,,13.195918367346948,,,,,,,,1920-12-31 23:59:59.999999
,,,,,,,-32.10661764705882,,,,,,,,,,,,,,,,,-8.764940239043838,,,,,,,,1921-03-31 23:59:59.999999
,,,,,,,-42.20881152544737,,,,,,,,,,,,,,,,,-32.10661764705882,,,,,,,,1921-06-30 23:59:59.999999
,,,,,,,-41.94641762521184,,,,,,,,,,,,,,,,,-42.20881152544737,,,,,,,,1921-09-30 23:59:59.999999
,,,,,,,-29.550218340611355,,,,,,,,,,,,,,,,,-41.94641762521184,,,,,,,,1921-12-31 23:59:59.999999
,,,,,,,-13.900471110629764,,,,,,,,,,,,,,,,,-29.550218340611355,,,,,,,,1922-03-31 23:59:59.999999
,,,,,,,-0.8088368443290861,,,,,,,,,,,,,,,,,-13.900471110629764,,,,,,,,1922-06-30 23:59:59.999999
,,,,,,,6.00621118012421,,,,,,,,,,,,,,,,,-0.8088368443290861,,,,,,,,1922-09-30 23:59:59.999999
,,,,,,,7.0290708485712505,,,,,,,,,,,,,,,,,6.00621118012421,,,,,,,,1922-12-31 23:59:59.999999
,,,,,,,11.949685534591193,,,,,,,,,,,,,,,,,7.0290708485712505,,,,,,,,1923-03-31 23:59:59.999999
,,,,,,,6.900748493884268,,,,,,,,,,,,,,,,,11.949685534591193,,,,,,,,1923-06-30 23:59:59.999999
,,,,,,,-0.1992148590847731,,,,,,,,,,,,,,,,,6.900748493884268,,,,,,,,1923-09-30 23:59:59.999999
,,,,,,,-1.5463021949383204,,,,,,,,,,,,,,,,,-0.1992148590847731,,,,,,,,1923-12-31 23:59:59.999999
,,,,,,,-3.747191011235962,,,,,,,,,,,,,,,,,-1.5463021949383204,,,,,,,,1924-03-31 23:59:59.999999
,,,,,,,-5.886036318096421,,,,,,,,,,,,,,,,,-3.747191011235962,,,,,,,,1924-06-30 23:59:59.999999
,,,,,,,-2.348382551517658,,,,,,,,,,,,,,,,,-5.886036318096421,,,,,,,,1924-09-30 23:59:59.999999
,,,,,,,0.9823529411764786,,,,,,,,,,,,,,,,,-2.348382551517658,,,,,,,,1924-12-31 23:59:59.999999
,,,,,,,4.085682600828799,,,,,,,,,,,,,,,,,0.9823529411764786,,,,,,,,1925-03-31 23:59:59.999999
,,,,,,,6.254158349966721,,,,,,,,,,,,,,,,,4.085682600828799,,,,,,,,1925-06-30 23:59:59.999999
,,,,,,,7.6173871219864075,,,,,,,,,,,,,,,,,6.254158349966721,,,,,,,,1925-09-30 23:59:59.999999
,,,,,,,4.077590726393665,,,,,,,,,,,,,,,,,7.6173871219864075,,,,,,,,1925-12-31 23:59:59.999999
,,,,,,,-1.491616665732065,,,,,,,,,,,,,,,,,4.077590726393665,,,,,,,,1926-03-31 23:59:59.999999
,,,,,,,-1.5198952581544911,,,,,,,,,,,,,,,,,-1.491616665732065,,,,,,,,1926-06-30 23:59:59.999999
,,,,,,,-4.284916201117317,,,,,,,,,,,,,,,,,-1.5198952581544911,,,,,,,,1926-09-30 23:59:59.999999
,,,,,,,-4.852521408182686,,,,,,,,,,,,,,,,,-4.284916201117317,,,,,,,,1926-12-31 23:59:59.999999
,,,,,,,-6.073888541014405,,,,,,,,,,,,,,,,,-4.852521408182686,,,,,,,,1927-03-31 23:59:59.999999
,,,,,,,-6.167630057803464,,,,,,,,,,,,,,,,,-6.073888541014405,,,,,,,,1927-06-30 23:59:59.999999
,,,,,,,-4.278293352010742,,,,,,,,,,,,,,,,,-6.167630057803464,,,,,,,,1927-09-30 23:59:59.999999
,,,,,,,-2.1588235294117686,,,,,,,,,,,,,,,,,-4.278293352010742,,,,,,,,1927-12-31 23:59:59.999999
,,,,,,,0.20000000000000018,,,,,,,,,,,,,,,,,-2.1588235294117686,,,,,,,,1928-03-31 23:59:59.999999
,,,,,,,3.080145382862076,,,,,,,,,,,,,,,,,0.20000000000000018,,,,,,,,1928-06-30 23:59:59.999999
,,,,,,,2.847560975609764,,,,,,,,,,,,,,,,,3.080145382862076,,,,,,,,1928-09-30 23:59:59.999999
,,,,,,,-0.39680153910899296,,,,,,,,,,,,,,,,,2.847560975609764,,,,,,,,1928-12-31 23:59:59.999999
,,,,,,,-0.1996007984031989,,,,,,,,,,,,,,,,,-0.39680153910899296,,,,,,,,1929-03-31 23:59:59.999999
,,,,,,,-1.9900794836550606,,,,,,,,,,,,,,,,,-0.1996007984031989,,,,,,,,1929-06-30 23:59:59.999999
,,,,,,,-1.5829726685243295,,,,,,,,,,,,,,,,,-1.9900794836550606,,,,,,,,1929-09-30 23:59:59.999999
,,,,,,,-2.2152471781251903,,,,,,,,,,,,,,,,,-1.5829726685243295,,,,,,,,1929-12-31 23:59:59.999999
,,,,,,,-4.8484848484848575,,,,,,,,,,,,,,,,,-2.2152471781251903,,,,,,,,1930-03-31 23:59:59.999999
,,,,,,,-6.908536585365854,,,,,,,,,,,,,,,,,-4.8484848484848575,,,,,,,,1930-06-30 23:59:59.999999
,,,,,,,-12.650602409638568,,,,,,,,,,,,,,,,,-6.908536585365854,,,,,,,,1930-09-30 23:59:59.999999
,,,,,,,-13.58024691358024,,,,,,,,,,,,,,,,,-12.650602409638568,,,,,,,,1930-12-31 23:59:59.999999
,,,,,,,-15.4968152866242,,,,,,,,,,,,,,,,,-13.58024691358024,,,,,,,,1931-03-31 23:59:59.999999
,,,,,,,-17.252898408331696,,,,,,,,,,,,,,,,,-15.4968152866242,,,,,,,,1931-06-30 23:59:59.999999
,,,,,,,-14.710344827586198,,,,,,,,,,,,,,,,,-17.252898408331696,,,,,,,,1931-09-30 23:59:59.999999
,,,,,,,-14.28571428571429,,,,,,,,,,,,,,,,,-14.710344827586198,,,,,,,,1931-12-31 23:59:59.999999
,,,,,,,-13.567498304062708,,,,,,,,,,,,,,,,,-14.28571428571429,,,,,,,,1932-03-31 23:59:59.999999
,,,,,,,-11.873664212776058,,,,,,,,,,,,,,,,,-13.567498304062708,,,,,,,,1932-06-30 23:59:59.999999
,,,,,,,-9.436403331446607,,,,,,,,,,,,,,,,,-11.873664212776058,,,,,,,,1932-09-30 23:59:59.999999
,,,,,,,-8.608333333333329,,,,,,,,,,,,,,,,,-9.436403331446607,,,,,,,,1932-12-31 23:59:59.999999
