run,model,data_spec,prior_spec,constraint_spec,n_transform,sample_start,sample_end,parameter,unit,posterior_mean,posterior_sd,ci_2.5,ci_97.5,p_gt_0,p_lt_0
ces_output_gap_bn_baseline_20260622_164229,ces,output_gap_bn,baseline,unrestricted,log100,1982-03-31,2012-12-31,alpha,share,0.6722478848512294,0.0583750521882526,0.5563615810472459,0.7846385609308255,1.0,0.0
ces_output_gap_bn_baseline_20260622_164229,ces,output_gap_bn,baseline,unrestricted,log100,1982-03-31,2012-12-31,kappa,inflation points per x point,0.05862516366126078,0.04270004987668223,-0.024998506197154782,0.14404070449646755,0.91625,0.08375
hsa_dynamic_output_gap_bn_baseline_20260622_164557,hsa_dynamic,output_gap_bn,baseline,unrestricted,log100,1982-03-31,2012-12-31,alpha,share,0.6369343013416124,0.05766191221581592,0.5257421724591002,0.7526391352099094,1.0,0.0
hsa_dynamic_output_gap_bn_baseline_20260622_164557,hsa_dynamic,output_gap_bn,baseline,unrestricted,log100,1982-03-31,2012-12-31,kappa,inflation points per x point,0.08820399222416292,0.04208392803025112,0.007245763085404614,0.17225646983064266,0.9865625,0.0134375
hsa_dynamic_output_gap_bn_baseline_20260622_164557,hsa_dynamic,output_gap_bn,baseline,unrestricted,log100,1982-03-31,2012-12-31,theta,inflation effect per +10 log-point Nhat deviation,0.009277930442872498,0.0038390969087485657,0.0016080299896360502,0.01680595245192243,0.990625,0.009375
hsa_dynamic_output_gap_bn_baseline_20260622_164557,hsa_dynamic,output_gap_bn,baseline,unrestricted,log100,1982-03-31,2012-12-31,rho_1,AR(2) coefficient,1.8737630701712344,0.0392132455728061,1.7930931695458772,1.9491561222121045,1.0,0.0
hsa_dynamic_output_gap_bn_baseline_20260622_164557,hsa_dynamic,output_gap_bn,baseline,unrestricted,log100,1982-03-31,2012-12-31,rho_2,AR(2) coefficient,-0.8774008467645044,0.03934754286218791,-0.9534196600157688,-0.7965453899028373,0.0,1.0
hsa_full_output_gap_bn_baseline_20260622_164931,hsa_full,output_gap_bn,baseline,unrestricted,log100,1982-03-31,2012-12-31,alpha,share,0.6508314492657581,0.05801929171129855,0.5301028463900259,0.7660549077798323,1.0,0.0
hsa_full_output_gap_bn_baseline_20260622_164931,hsa_full,output_gap_bn,baseline,unrestricted,log100,1982-03-31,2012-12-31,kappa_0,inflation points per x point at average Nbar,0.24700360510951203,0.1894355605224745,-0.11782079971192642,0.6065830882258451,0.9078125,0.0921875
hsa_full_output_gap_bn_baseline_20260622_164931,hsa_full,output_gap_bn,baseline,unrestricted,log100,1982-03-31,2012-12-31,delta,change in kappa_t per +10 log-point Nbar deviation,-0.0008037781184196026,0.0009365985586740854,-0.002601666656999794,0.0010254658361255197,0.195625,0.804375
hsa_full_output_gap_bn_baseline_20260622_164931,hsa_full,output_gap_bn,baseline,unrestricted,log100,1982-03-31,2012-12-31,theta_0,inflation effect per +10 log-point Nhat deviation at average Nbar,0.35307851732698614,0.12406539644486532,0.10900314201013231,0.591676319740624,0.996875,0.003125
hsa_full_output_gap_bn_baseline_20260622_164931,hsa_full,output_gap_bn,baseline,unrestricted,log100,1982-03-31,2012-12-31,gamma,change in theta_t per +10 log-point Nbar deviation,-0.0016695576632533916,0.0005878917658840301,-0.002784186667496765,-0.000514065697343769,0.0034375,0.9965625
hsa_full_output_gap_bn_baseline_20260622_164931,hsa_full,output_gap_bn,baseline,unrestricted,log100,1982-03-31,2012-12-31,rho_1,AR(2) coefficient,1.8052030590551928,0.048872939958435016,1.7057699397117145,1.8947393910235035,1.0,0.0
hsa_full_output_gap_bn_baseline_20260622_164931,hsa_full,output_gap_bn,baseline,unrestricted,log100,1982-03-31,2012-12-31,rho_2,AR(2) coefficient,-0.8211144516992903,0.04769388624995972,-0.9091104623915955,-0.7236285602437073,0.0,1.0
hsa_steady_output_gap_bn_baseline_20260622_205747,hsa_steady,output_gap_bn,baseline,unrestricted,log100_centered10,1982-03-31,2012-12-31,alpha,share,0.6714577480629764,0.06104116157709632,0.5642286363186413,0.7773702598110581,1.0,0.0
hsa_steady_output_gap_bn_baseline_20260622_205747,hsa_steady,output_gap_bn,baseline,unrestricted,log100_centered10,1982-03-31,2012-12-31,kappa_0,inflation points per x point at average Nbar,0.04812634661156858,0.034029285451473434,-0.026180670117825922,0.12056480415207467,0.925,0.075
hsa_steady_output_gap_bn_baseline_20260622_205747,hsa_steady,output_gap_bn,baseline,unrestricted,log100_centered10,1982-03-31,2012-12-31,delta,change in kappa_t per +10 log-point Nbar deviation,-0.020661963807668264,0.017116117391416885,-0.048251509592255,0.0033606018087545776,0.075,0.925
hsa_steady_output_gap_bn_baseline_20260622_205747,hsa_steady,output_gap_bn,baseline,unrestricted,log100_centered10,1982-03-31,2012-12-31,rho_1,AR(2) coefficient,0.7223360690862259,0.1502047728985901,0.37795534826888694,0.9535412639158911,1.0,0.0
hsa_steady_output_gap_bn_baseline_20260622_205747,hsa_steady,output_gap_bn,baseline,unrestricted,log100_centered10,1982-03-31,2012-12-31,rho_2,AR(2) coefficient,-0.009348981223642258,0.16273648166304358,-0.2904148376474352,0.23481300134207964,0.525,0.475
hsa_steady_output_gap_bn_full_baseline_20260622_205836,hsa_steady,output_gap_bn_full,baseline,unrestricted,log100_centered10,1982-03-31,2012-12-31,alpha,share,0.6714577480629764,0.06104116157709632,0.5642286363186413,0.7773702598110581,1.0,0.0
hsa_steady_output_gap_bn_full_baseline_20260622_205836,hsa_steady,output_gap_bn_full,baseline,unrestricted,log100_centered10,1982-03-31,2012-12-31,kappa_0,inflation points per x point at average Nbar,0.04812634661156858,0.034029285451473434,-0.026180670117825922,0.12056480415207467,0.925,0.075
hsa_steady_output_gap_bn_full_baseline_20260622_205836,hsa_steady,output_gap_bn_full,baseline,unrestricted,log100_centered10,1982-03-31,2012-12-31,delta,change in kappa_t per +10 log-point Nbar deviation,-0.020661963807668264,0.017116117391416885,-0.048251509592255,0.0033606018087545776,0.075,0.925
hsa_steady_output_gap_bn_full_baseline_20260622_205836,hsa_steady,output_gap_bn_full,baseline,unrestricted,log100_centered10,1982-03-31,2012-12-31,rho_1,AR(2) coefficient,0.7223360690862259,0.1502047728985901,0.37795534826888694,0.9535412639158911,1.0,0.0
hsa_steady_output_gap_bn_full_baseline_20260622_205836,hsa_steady,output_gap_bn_full,baseline,unrestricted,log100_centered10,1982-03-31,2012-12-31,rho_2,AR(2) coefficient,-0.009348981223642258,0.16273648166304358,-0.2904148376474352,0.23481300134207964,0.525,0.475
