run,model,data_spec,quarter,N_total_mean,N_total_q05,N_total_q50,N_total_q95,Nbar_mean,Nbar_q05,Nbar_q50,Nbar_q95,Nhat_mean,Nhat_q05,Nhat_q50,Nhat_q95
hsa_full_labor_share_gap_hp_baseline_annual_q4_20260702_195638,hsa_full,labor_share_gap_hp,1982Q1,3.2267449393145653,-1.3271710782421913,3.3665893314913755,6.585635502421722,1.284016303698021,-0.26362600313241435,1.2892416546291419,2.7024142986769544,1.9427286356165416,-1.7580709809878,2.108476083128064,4.4946837371891535
hsa_full_labor_share_gap_hp_baseline_annual_q4_20260702_195638,hsa_full,labor_share_gap_hp,1982Q2,2.28002243581516,-0.6634173407588915,2.195262049622783,5.397829550841254,1.251721854761552,-0.27971349328824285,1.2545641938835717,2.668135584427567,1.0283005810536152,-0.5057070700669769,0.9587055264591986,2.8072257769055935
hsa_full_labor_share_gap_hp_baseline_annual_q4_20260702_195638,hsa_full,labor_share_gap_hp,1982Q3,-0.24603140310595506,-2.02789631720709,-0.4633735756440541,2.5432456737391367,1.2228320920260973,-0.2793447045044198,1.236843819803102,2.6001159687050666,-1.4688634951320572,-3.4282275833109757,-1.6041907115813523,0.9722541417379893
hsa_full_labor_share_gap_hp_baseline_annual_q4_20260702_195638,hsa_full,labor_share_gap_hp,1982Q4,-0.2012029365287604,-0.32275924732621764,-0.19996316095103572,-0.07839868182178124,1.1925609020155832,-0.3136638461828627,1.1981013312919337,2.5313836270886823,-1.3937638385443438,-2.740459411782709,-1.3887709260292502,0.10516290767839108
hsa_full_labor_share_gap_hp_baseline_annual_q4_20260702_195638,hsa_full,labor_share_gap_hp,1983Q1,2.110783446894625,-0.4114914178533335,2.1974273919042977,4.2685118275074325,1.182607418423099,-0.3155620165618459,1.200301593129081,2.477148512459648,0.928176028471522,-0.6976802219875452,1.0340714837847773,2.374749904403687
hsa_full_labor_share_gap_hp_baseline_annual_q4_20260702_195638,hsa_full,labor_share_gap_hp,1983Q2,2.7151921294031656,-0.3259604418552966,2.788614333899361,5.1486693247895925,1.1703052170220714,-0.317555598973736,1.194409670396778,2.4029358931059757,1.5448869123811033,-0.014141619773968895,1.584450372950557,2.7501628946186942
hsa_full_labor_share_gap_hp_baseline_annual_q4_20260702_195638,hsa_full,labor_share_gap_hp,1983Q3,0.7551010472336056,-0.516195820037949,0.613553457053376,2.6262544289033,1.1571693772669276,-0.3126211358166126,1.1892641957461982,2.305978392623639,-0.40206833003332165,-1.4475851574573337,-0.4696329007893316,0.8300700310884279
hsa_full_labor_share_gap_hp_baseline_annual_q4_20260702_195638,hsa_full,labor_share_gap_hp,1983Q4,-0.3668479600436736,-0.486711024844183,-0.3648663932948122,-0.25220178515391706,1.1490636932357712,-0.3247535580431531,1.1951937224575904,2.254898302193675,-1.5159116532794454,-2.6331250063223473,-1.56772595802433,-0.01163928606211317
hsa_full_labor_share_gap_hp_baseline_annual_q4_20260702_195638,hsa_full,labor_share_gap_hp,1984Q1,1.0174552566608424,-0.4672628980280571,1.047067738897587,2.50028394622272,1.0722301791450817,-0.33191031202083876,1.118087290835295,2.170226917732602,-0.05477492248423718,-0.9396876570407248,0.014833398065447414,0.7427312264233268
hsa_full_labor_share_gap_hp_baseline_annual_q4_20260702_195638,hsa_full,labor_share_gap_hp,1984Q2,2.3769096764415907,-0.27993615496947993,2.4607687371822333,4.530818814596028,0.9893103402354707,-0.2927689082367441,1.0149361735863716,2.0911876224531625,1.3875993362061163,0.02353271298938609,1.4394253500355205,2.4359153114195733
hsa_full_labor_share_gap_hp_baseline_annual_q4_20260702_195638,hsa_full,labor_share_gap_hp,1984Q3,1.3370397796688576,-0.30727026354166787,1.3500366886385313,2.780844089567363,0.9104171466357194,-0.29135698827016226,0.9326544722721191,1.9720005213801706,0.42662263303314446,-0.23327905765441323,0.3802841191091766,1.1890930596569342
hsa_full_labor_share_gap_hp_baseline_annual_q4_20260702_195638,hsa_full,labor_share_gap_hp,1984Q4,-0.3427557714307057,-0.45804697170297604,-0.34491910510324053,-0.2170814385767576,0.831505554628231,-0.29325529464677397,0.8387118128731805,1.855413457122367,-1.174261326058937,-2.1971546908803914,-1.181535109716548,-0.05560546020815306
hsa_full_labor_share_gap_hp_baseline_annual_q4_20260702_195638,hsa_full,labor_share_gap_hp,1985Q1,0.15342512424372415,-0.7573582855535955,0.09331748215062996,1.303061718549771,0.8636135737754175,-0.09561157436901378,0.8555190128632018,1.8507813489119258,-0.7101884495316924,-1.4398654128516541,-0.7146457293271979,0.08251128600329337
hsa_full_labor_share_gap_hp_baseline_annual_q4_20260702_195638,hsa_full,labor_share_gap_hp,1985Q2,1.7402416148095747,0.07312926385534334,1.6882894991238349,3.667675388525685,0.8983077728619817,0.04871589622593334,0.8739254899982698,1.8778969746461178,0.841933841947594,0.003296882908569664,0.8121001160569665,1.8064214748453884
