run,model,data_spec,prior_spec,constraint_spec,n_transform,competition_measurement_frequency,kappa_mean,kappa_ci_2.5,kappa_ci_97.5,kappa_0_mean,kappa_0_ci_2.5,kappa_0_ci_97.5,delta_mean,delta_ci_2.5,delta_ci_97.5,kappa_t_overall_mean,kappa_t_start_mean,kappa_t_end_mean
ces_labor_share_gap_hp_baseline_20260702_071127,ces,labor_share_gap_hp,baseline,unrestricted,log100_centered10,quarterly_interpolated,-0.008144742216595866,-0.1684975849254133,0.150315080628844,,,,,,,,,
ces_labor_share_gap_hp_baseline_20260702_143958,ces,labor_share_gap_hp,baseline,unrestricted,log100_centered10,quarterly_interpolated,-0.008144742216595866,-0.1684975849254133,0.150315080628844,,,,,,,,,
ces_labor_share_gap_hp_baseline_annual_q4_20260702_194948,ces,labor_share_gap_hp,baseline,unrestricted,log100_centered10,annual_q4,-0.008144742216595866,-0.1684975849254133,0.150315080628844,,,,,,,,,
ces_labor_share_gap_hp_baseline_restricted_kappa_20260623_112156,ces,labor_share_gap_hp,baseline,restricted_kappa,log100_centered10,quarterly_interpolated,0.06273216787082048,0.0019467905414505466,0.18337734996536498,,,,,,,,,
hsa_dynamic_labor_share_gap_hp_baseline_20260702_073654,hsa_dynamic,labor_share_gap_hp,baseline,unrestricted,log100_centered10,quarterly_interpolated,-0.0025386918122451384,-0.16433147668149933,0.15677219310255278,,,,,,,,,
hsa_dynamic_labor_share_gap_hp_baseline_20260702_144631,hsa_dynamic,labor_share_gap_hp,baseline,unrestricted,log100_centered10,quarterly_interpolated,-0.0025386918122451384,-0.16433147668149933,0.15677219310255278,,,,,,,,,
hsa_dynamic_labor_share_gap_hp_baseline_annual_q4_20260702_195309,hsa_dynamic,labor_share_gap_hp,baseline,unrestricted,log100_centered10,annual_q4,-0.02604968745829112,-0.18112885331030876,0.13852619720078715,,,,,,,,,
hsa_dynamic_labor_share_gap_hp_baseline_restricted_kappa_20260623_112522,hsa_dynamic,labor_share_gap_hp,baseline,restricted_kappa,log100_centered10,quarterly_interpolated,0.06433099512837182,0.0021097540392582444,0.18402471501043374,,,,,,,,,
hsa_full_labor_share_gap_hp_baseline_20260702_073151,hsa_full,labor_share_gap_hp,baseline,unrestricted,log100_centered10,quarterly_interpolated,,,,-0.0003913293046869852,-0.15971888669892056,0.16057795178265197,0.010356733862486525,-0.023125236539712126,0.04318965604736985,0.0020840327696209546,0.029863342433185783,-0.02574524171608028
hsa_full_labor_share_gap_hp_baseline_20260702_145315,hsa_full,labor_share_gap_hp,baseline,unrestricted,log100_centered10,quarterly_interpolated,,,,-0.0003913293046869852,-0.15971888669892056,0.16057795178265197,0.010356733862486525,-0.023125236539712126,0.04318965604736985,0.0020840327696209546,0.029863342433185783,-0.02574524171608028
hsa_full_labor_share_gap_hp_baseline_annual_q4_20260702_195638,hsa_full,labor_share_gap_hp,baseline,unrestricted,log100_centered10,annual_q4,,,,-0.009385324558608582,-0.17880195816340974,0.15028525618842373,0.013587923987185344,-0.021685388024838895,0.047601781992981256,-0.006741525186308101,0.006736195043664984,-0.04459472407947716
hsa_full_labor_share_gap_hp_baseline_restricted_kappa_20260623_112854,hsa_full,labor_share_gap_hp,baseline,restricted_kappa,log100_centered10,quarterly_interpolated,,,,-0.002926819452816327,-0.1645576570229638,0.16363453228272892,0.00898595499932799,-0.02661411196261599,0.044495664323716724,-0.004814103662618697,-0.018638020960903365,-0.021140611199935225
hsa_steady_labor_share_gap_hp_baseline_20260702_073600,hsa_steady,labor_share_gap_hp,baseline,unrestricted,log100_centered10,quarterly_interpolated,,,,-0.009144113074899474,-0.17777557304681552,0.15656097621672335,0.008763961542671813,-0.02458318818409771,0.042311791888378164,-0.006722356450069459,0.01776253608788087,-0.031701829225700084
hsa_steady_labor_share_gap_hp_baseline_20260702_144000,hsa_steady,labor_share_gap_hp,baseline,unrestricted,log100_centered10,quarterly_interpolated,,,,-0.009144113074899474,-0.17777557304681552,0.15656097621672335,0.008763961542671813,-0.02458318818409771,0.042311791888378164,-0.006722356450069459,0.01776253608788087,-0.031701829225700084
hsa_steady_labor_share_gap_hp_baseline_annual_q4_20260702_194949,hsa_steady,labor_share_gap_hp,baseline,unrestricted,log100_centered10,annual_q4,,,,-0.014732291276612968,-0.1773726465347464,0.14495565769416963,0.012827884523856104,-0.021457743028688886,0.04696662177937977,-0.011749373001967576,0.003464180247812811,-0.048195287921678424
hsa_steady_labor_share_gap_hp_baseline_restricted_kappa_20260623_112158,hsa_steady,labor_share_gap_hp,baseline,restricted_kappa,log100_centered10,quarterly_interpolated,,,,-0.005810197263696932,-0.17271070531934202,0.15733401507644273,0.01564281844357553,-0.020412416177243223,0.049964547915125605,-0.006212376792568967,-0.005391910046430066,-0.047967516327314906
hsa_steady_labor_share_gap_hp_baseline_restricted_kappa_t_20260702_074204,hsa_steady,labor_share_gap_hp,baseline,restricted_kappa_t,log100_centered10,quarterly_interpolated,,,,0.08216502793984086,0.012941418915216014,0.19424055623183914,0.004140497015236819,-0.02246699593054901,0.030772758058676943,0.08271724932158826,0.09450516899013497,0.07067353662940624
