run,model,data_spec,prior_spec,constraint_spec,n_transform,log_marginal_likelihood,bayes_factor_vs_baseline,sddr_delta_bf01,sddr_theta_bf01,sddr_theta0_bf01,sddr_gamma_bf01,predictive_score,posterior_predictive_rmse,notes,log_likelihood,log_prior,log_posterior_ordinate,n_draws,method
hsa_steady_inv_markup_weak_20260622_205737,hsa_steady,inv_markup,weak,unrestricted,log100_centered10,-280.65748539925323,1.0,1.3787762005867574,,,,-121.59977947301073,0.6447117408833628,SDDR uses run-specific saved priors and physical-unit posterior draws. Chib uses legacy prior ordinates and should be checked before publication.,-201.65089530801734,-56.535606905993525,22.470983185242332,40,"Chib 1995, Rao-Blackwellized Gibbs ordinate"
