run,model,data_spec,prior_spec,constraint_spec,n_transform,log_marginal_likelihood,bayes_factor_vs_baseline,sddr_delta_bf01,sddr_theta_bf01,sddr_theta0_bf01,sddr_gamma_bf01,predictive_score,posterior_predictive_rmse,notes,log_likelihood,log_prior,log_posterior_ordinate,n_draws,method
ces_output_gap_bn_start_1988_baseline_20260623_023554,ces,output_gap_bn_start_1988,baseline,unrestricted,log100_centered10,-185.81587907424327,1.0,,,,,-93.45678999158716,0.6140052897913346,SDDR uses run-specific saved priors and physical-unit posterior draws. Chib uses legacy prior ordinates and should be checked before publication.,-168.87041218876394,-5.351801243621019,11.5936656418583,3200.0,"Chib 1995, Rao-Blackwellized Gibbs ordinate"
hsa_dynamic_output_gap_bn_start_1988_baseline_20260623_030401,hsa_dynamic,output_gap_bn_start_1988,baseline,unrestricted,log100_centered10,,,,0.3488157980005896,,,-87.72379762648336,0.5814863168967453,SDDR uses run-specific saved priors and physical-unit posterior draws. Chib unavailable: 'Missing posterior variable: lambda_ez',,,,,
hsa_full_output_gap_bn_start_1988_baseline_20260623_031856,hsa_full,output_gap_bn_start_1988,baseline,unrestricted,log100_centered10,,,0.643035951670363,,0.10860655058842353,0.9280263039361301,-83.88847984274362,0.5551626374875888,SDDR uses run-specific saved priors and physical-unit posterior draws. Chib unavailable for HSA full in the current legacy implementation.,,,,,
hsa_steady_output_gap_bn_start_1988_baseline_20260623_024705,hsa_steady,output_gap_bn_start_1988,baseline,unrestricted,log100_centered10,-244.5849010457082,2.998734740025309e-26,0.6282428941345231,,,,-92.29859342807877,0.6069220604933678,SDDR uses run-specific saved priors and physical-unit posterior draws. Chib uses legacy prior ordinates and should be checked before publication.,-200.7007746827151,-22.474700020891436,21.409426342101668,3200.0,"Chib 1995, Rao-Blackwellized Gibbs ordinate"
