severity,parameter,warning
warning,alpha,R-hat 1.170 > 1.01
warning,alpha,bulk ESS 57.2 < 400
warning,kappa_0,R-hat 1.067 > 1.01
warning,kappa_0,bulk ESS 48.8 < 400
warning,kappa_0,tail ESS 103.6 < 400
warning,delta,R-hat 1.262 > 1.01
warning,delta,bulk ESS 28.1 < 400
warning,delta,tail ESS 185.6 < 400
warning,theta_0,R-hat 1.401 > 1.01
warning,theta_0,bulk ESS 28.7 < 400
warning,theta_0,tail ESS 51.9 < 400
warning,gamma,R-hat 1.034 > 1.01
warning,gamma,bulk ESS 392.9 < 400
warning,kappa_t_mean,bulk ESS 56.1 < 400
warning,kappa_t_mean,tail ESS 121.9 < 400
warning,kappa_t_start,R-hat 1.166 > 1.01
warning,kappa_t_start,bulk ESS 89.1 < 400
warning,kappa_t_mid,bulk ESS 46.8 < 400
warning,kappa_t_mid,tail ESS 232.6 < 400
warning,kappa_t_end,R-hat 1.420 > 1.01
warning,kappa_t_end,bulk ESS 34.8 < 400
warning,kappa_t_end,tail ESS 58.6 < 400
warning,theta_t_mean,R-hat 1.428 > 1.01
warning,theta_t_mean,bulk ESS 28.2 < 400
warning,theta_t_mean,tail ESS 50.0 < 400
warning,theta_t_start,R-hat 1.512 > 1.01
warning,theta_t_start,bulk ESS 28.3 < 400
warning,theta_t_start,tail ESS 62.4 < 400
warning,theta_t_mid,R-hat 1.459 > 1.01
warning,theta_t_mid,bulk ESS 28.6 < 400
warning,theta_t_mid,tail ESS 56.4 < 400
warning,theta_t_end,R-hat 1.278 > 1.01
warning,theta_t_end,bulk ESS 32.3 < 400
warning,theta_t_end,tail ESS 56.4 < 400
warning,rho_1,bulk ESS 53.3 < 400
warning,rho_1,tail ESS 246.9 < 400
warning,rho_2,R-hat 1.013 > 1.01
warning,n,R-hat 1.314 > 1.01
warning,n,bulk ESS 67.6 < 400
warning,n,tail ESS 342.6 < 400
warning,sigma_e,R-hat 1.031 > 1.01
warning,sigma_e,bulk ESS 364.3 < 400
warning,sigma_eps,R-hat 1.028 > 1.01
