data_spec,label,n_obs,start,end,x_mean,x_sd,x_min,x_max,corr_x_y,corr_x_a,corr_x_N_model,N_model_sd,N_model_start,N_model_end
inv_markup,Inverse markup gap,124,1982-03-31,2012-12-31,-0.06555139454256304,0.6477885600931981,-1.4583674517151115,1.7483053007940648,0.07472399386701742,0.13061870263300104,0.1690267112771235,1.6287728280777487,-0.22527457519851168,-2.6923530353543867
output_gap_bn,"Output gap, BN filter",124,1982-03-31,2012-12-31,-0.1890306463788625,1.5292387330840127,-4.861442102694761,3.8704211405552993,-0.23436867357848448,-0.4123672430036555,0.3325309017758679,1.6287728280777487,-0.22527457519851168,-2.6923530353543867
output_gap_hp,"Output gap, HP filter",124,1982-03-31,2012-12-31,-0.12421165547516741,1.3672562879304815,-4.798683828053129,2.3707497570451324,0.2097663898338098,-0.024568473655579907,0.09288911257889143,1.6287728280777487,-0.22527457519851168,-2.6923530353543867
labor_share_gap_hp,"Labor share gap, HP filter",124,1982-03-31,2012-12-31,-0.001095442003072512,1.1005522237029035,-1.8995237094521256,3.346140899307329,0.19064965480400728,0.2717395139330463,-0.06594089803376206,1.6287728280777487,-0.22527457519851168,-2.6923530353543867
unemployment_gap,Unemployment gap,124,1982-03-31,2012-12-31,-0.9882586036129032,1.6468940218351686,-5.397433521000001,1.37476733,0.07566699017332697,-0.02941362694855103,0.4160871461154134,1.6287728280777487,-0.22527457519851168,-2.6923530353543867
