severity,parameter,warning
warning,delta,R-hat 1.019 > 1.01
warning,theta_0,R-hat 1.011 > 1.01
warning,gamma,R-hat 1.045 > 1.01
warning,gamma,bulk ESS 231.2 < 400
warning,kappa_t_mean,R-hat 1.013 > 1.01
warning,kappa_t_start,R-hat 1.040 > 1.01
warning,kappa_t_mid,R-hat 1.013 > 1.01
warning,theta_t_mean,R-hat 1.049 > 1.01
warning,theta_t_mean,bulk ESS 292.2 < 400
warning,theta_t_start,R-hat 1.155 > 1.01
warning,theta_t_start,bulk ESS 43.3 < 400
warning,theta_t_start,tail ESS 231.9 < 400
warning,theta_t_mid,R-hat 1.053 > 1.01
warning,theta_t_mid,bulk ESS 278.9 < 400
warning,rho_1,R-hat 1.099 > 1.01
warning,rho_1,bulk ESS 136.0 < 400
warning,rho_2,R-hat 1.088 > 1.01
warning,rho_2,bulk ESS 151.5 < 400
warning,n,R-hat 1.266 > 1.01
warning,n,bulk ESS 10.7 < 400
warning,n,tail ESS 34.7 < 400
warning,sigma_eps,R-hat 1.016 > 1.01
warning,sigma_eps,bulk ESS 273.8 < 400
warning,sigma_N,R-hat 1.064 > 1.01
