run,model,data_spec,prior_spec,constraint_spec,n_transform,log_marginal_likelihood,bayes_factor_vs_baseline,sddr_delta_bf01,sddr_theta_bf01,sddr_theta0_bf01,sddr_gamma_bf01,predictive_score,posterior_predictive_rmse,notes,log_likelihood,log_prior,log_posterior_ordinate,n_draws,method
ces_inv_markup_baseline_20260623_002000,ces,inv_markup,baseline,unrestricted,log100_centered10,-225.9343773443777,1.0,,,,,-121.93499974468017,0.6457309133921478,SDDR uses run-specific saved priors and physical-unit posterior draws. Chib uses legacy prior ordinates and should be checked before publication.,-210.48241677767373,-4.72229727339074,10.729663293313218,3200.0,"Chib 1995, Rao-Blackwellized Gibbs ordinate"
ces_inv_markup_full_baseline_20260623_014846,ces,inv_markup_full,baseline,unrestricted,log100_centered10,-225.9343773443777,1.0,,,,,,,SDDR uses run-specific saved priors and physical-unit posterior draws. Chib uses legacy prior ordinates and should be checked before publication.,-210.48241677767373,-4.72229727339074,10.729663293313218,3200.0,"Chib 1995, Rao-Blackwellized Gibbs ordinate"
hsa_dynamic_inv_markup_baseline_20260623_003021,hsa_dynamic,inv_markup,baseline,unrestricted,log100_centered10,,,,0.34599606326784715,,,-121.56017322792611,0.6440094154526472,SDDR uses run-specific saved priors and physical-unit posterior draws. Chib unavailable: 'Missing posterior variable: lambda_ez',,,,,
hsa_dynamic_inv_markup_full_baseline_20260623_020507,hsa_dynamic,inv_markup_full,baseline,unrestricted,log100_centered10,,,,0.34599606326784715,,,,,SDDR uses run-specific saved priors and physical-unit posterior draws. Chib unavailable: 'Missing posterior variable: lambda_ez',,,,,
hsa_full_inv_markup_baseline_20260623_004058,hsa_full,inv_markup,baseline,unrestricted,log100_centered10,,,0.9923413446986392,,0.45489937623401727,0.9570727022414801,-121.69841938602474,0.6456318604265144,SDDR uses run-specific saved priors and physical-unit posterior draws. Chib unavailable for HSA full in the current legacy implementation.,,,,,
hsa_full_inv_markup_full_baseline_20260623_022157,hsa_full,inv_markup_full,baseline,unrestricted,log100_centered10,,,0.9923413446986392,,0.45489937623401727,0.9570727022414801,-121.69841938602474,0.6456318604265144,SDDR uses run-specific saved priors and physical-unit posterior draws. Chib unavailable for HSA full in the current legacy implementation.,,,,,
hsa_steady_inv_markup_baseline_20260623_002005,hsa_steady,inv_markup,baseline,unrestricted,log100_centered10,-288.66061054291083,5.732486640712282e-28,1.00407100352763,,,,-121.95087529766957,0.645654691600104,SDDR uses run-specific saved priors and physical-unit posterior draws. Chib uses legacy prior ordinates and should be checked before publication.,-240.4871311081433,-26.9192719602079,21.254207474559614,3200.0,"Chib 1995, Rao-Blackwellized Gibbs ordinate"
hsa_steady_inv_markup_full_baseline_20260623_014854,hsa_steady,inv_markup_full,baseline,unrestricted,log100_centered10,-288.66061054291083,5.732486640712282e-28,1.00407100352763,,,,,,SDDR uses run-specific saved priors and physical-unit posterior draws. Chib uses legacy prior ordinates and should be checked before publication.,-240.4871311081433,-26.9192719602079,21.254207474559614,3200.0,"Chib 1995, Rao-Blackwellized Gibbs ordinate"
