run,model,data_spec,prior_spec,constraint_spec,competition_measurement_frequency,restriction,unit,prior_mean,prior_sd,sddr_bf01
hsa_steady_labor_share_gap_hp_tight_20260702_081523,hsa_steady,labor_share_gap_hp,tight,unrestricted,quarterly_interpolated,kappa_0=0,inflation points per x point at average Nbar,0.1,0.1,2.22907518427282
hsa_steady_labor_share_gap_hp_tight_20260702_081523,hsa_steady,labor_share_gap_hp,tight,unrestricted,quarterly_interpolated,delta=0,change in kappa_t per +10 log-point Nbar deviation,0.0,0.01,0.9725218254051037
