parameter,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,ess_bulk,ess_tail,r_hat,warning
alpha,0.6580642472354343,0.04494259516395844,0.5816144487555485,0.7372704196757615,0.007106048233848861,40.0,40.0,1.0970625908785943,R-hat > 1.01; bulk ESS < 400; tail ESS < 400
kappa_0,0.11956307918397661,0.03949920670092811,0.049440315680775455,0.1978797721651303,0.006245372947235905,40.0,40.0,1.026445674867821,R-hat > 1.01; bulk ESS < 400; tail ESS < 400
delta,-0.014573400755616661,0.014684980476340875,-0.03840418153757372,0.00429733345416203,0.0023218992850170777,40.0,22.524698133918772,1.1276754996019207,R-hat > 1.01; bulk ESS < 400; tail ESS < 400
theta_0,0.23807896412646484,0.1530345063912874,-0.0023767267763332815,0.5146666652992143,0.05704518500489398,7.196821782718482,23.291713961407492,0.9831259620825262,bulk ESS < 400; tail ESS < 400
gamma,0.002831660663578781,0.021316185230916274,-0.04122246600991689,0.033093010186269436,0.003370384817786884,40.0,40.0,1.0292524638763647,R-hat > 1.01; bulk ESS < 400; tail ESS < 400
kappa_t_mean,0.11996924329620587,0.03939812895426429,0.05000609685520852,0.19808339461083896,0.006229391152225147,40.0,40.0,1.027775405036772,R-hat > 1.01; bulk ESS < 400; tail ESS < 400
kappa_t_start,0.12916566873736685,0.04201945275313263,0.05947212625496832,0.21345343764455318,0.006643858836686601,40.0,40.0,1.0343818091832084,R-hat > 1.01; bulk ESS < 400; tail ESS < 400
kappa_t_mid,0.09388397069880518,0.045938810918656696,0.021927337613168913,0.1817807463270372,0.007263563775138364,40.0,40.0,0.9805752606425795,bulk ESS < 400; tail ESS < 400
kappa_t_end,0.15850790393225062,0.057403199794533885,0.09015701874844077,0.28146097236691897,0.00907624281662183,40.0,40.0,1.1987215531325057,R-hat > 1.01; bulk ESS < 400; tail ESS < 400
theta_t_mean,0.23775232678960806,0.15296217271556212,-0.0023309651477626966,0.513268663469899,0.05705528647459872,7.187474336502458,23.291713961407492,0.9833048992440411,bulk ESS < 400; tail ESS < 400
theta_t_start,0.23491504433059013,0.1530856432033471,-0.026899112002303095,0.5115113997586191,0.056188183765903184,7.422991073094268,24.207628784899725,0.9946959240946883,bulk ESS < 400; tail ESS < 400
theta_t_mid,0.24114576055057496,0.16058770987139223,0.01254361966210095,0.5430619459375369,0.06046381240618714,7.053969136213159,19.83886561392201,0.9756159786560658,bulk ESS < 400; tail ESS < 400
theta_t_end,0.23149025343978594,0.1584795344460123,-0.08514982013569368,0.49251341885860794,0.05327494533946402,8.849125367266527,23.291713961407492,1.0035749031261607,bulk ESS < 400; tail ESS < 400
phi_1,0.9087763100752296,0.047147228470557585,0.8213716601515517,0.9767426506376111,0.007454631366564941,40.0,40.0,0.9750133991166149,bulk ESS < 400; tail ESS < 400
rho_1,0.8535396306161532,0.14135432808220172,0.5240566868148417,1.092154982342544,0.03428928533341718,16.994224613616264,40.0,1.0883075392948984,R-hat > 1.01; bulk ESS < 400; tail ESS < 400
rho_2,-0.11303741151062181,0.1222727574320978,-0.33571197908292166,0.06390163720547146,0.024291051689549443,25.33767587859358,23.291713961407492,1.005552849666489,bulk ESS < 400; tail ESS < 400
n,-0.015768989298029844,0.021639280063627416,-0.05399640709220525,0.01581032742133942,0.003421470596366798,40.0,40.0,0.984956051361137,bulk ESS < 400; tail ESS < 400
lambda_ez,0.12154217022988453,0.08592084217325063,-0.07272406091539362,0.2901210633107597,0.01358527798736618,40.0,40.0,0.9930198396447116,bulk ESS < 400; tail ESS < 400
rho,0.11700007767421443,0.08287786385766709,-0.0648403559557596,0.24769606180999143,0.013104140869978848,40.0,40.0,0.9979617664063047,bulk ESS < 400; tail ESS < 400
sigma_e,0.6114608826248595,0.038020185615030386,0.5550980236649973,0.6929066096240283,0.007289369967107676,27.204984280698824,40.0,0.9746838435552914,bulk ESS < 400; tail ESS < 400
sigma_zeta,0.5781713873221903,0.036348697072663715,0.5096728647489022,0.6387631602350343,0.005747233636455611,40.0,23.291713961407492,1.0057676443722234,bulk ESS < 400; tail ESS < 400
sigma_u,0.26415161609202154,0.024014072487343545,0.22847281562106866,0.30989659803720004,0.0038700853311151103,38.502643910411415,40.0,1.2158219412417326,R-hat > 1.01; bulk ESS < 400; tail ESS < 400
sigma_eps,0.2849922056287565,0.02239874736821492,0.2544497750371623,0.3334452646137119,0.004171841032170418,28.82650298921078,24.207628784899725,1.0140460210761328,R-hat > 1.01; bulk ESS < 400; tail ESS < 400
