severity,parameter,warning
warning,alpha,R-hat 1.027 > 1.01
warning,alpha,bulk ESS 345.9 < 400
warning,kappa,R-hat 1.024 > 1.01
warning,theta,R-hat 1.202 > 1.01
warning,theta,bulk ESS 23.8 < 400
warning,theta,tail ESS 292.3 < 400
warning,n,R-hat 1.035 > 1.01
warning,n,bulk ESS 159.8 < 400
warning,sigma_e,R-hat 1.021 > 1.01
