run,model,data_spec,prior_spec,constraint_spec,competition_measurement_frequency,restriction,unit,prior_mean,prior_sd,sddr_bf01
hsa_full_output_gap_hp_baseline_restricted_kappa_t_20260623_141142,hsa_full,output_gap_hp,baseline,restricted_kappa_t,quarterly_interpolated,theta_0=0,inflation effect per +10 log-point Nhat deviation at average Nbar,0.1,0.2,0.6484658744292714
hsa_full_output_gap_hp_baseline_restricted_kappa_t_20260623_141142,hsa_full,output_gap_hp,baseline,restricted_kappa_t,quarterly_interpolated,gamma=0,change in theta_t per +10 log-point Nbar deviation,0.0,0.02,0.7989584918513133
hsa_steady_output_gap_hp_baseline_20260702_072745,hsa_steady,output_gap_hp,baseline,unrestricted,quarterly_interpolated,kappa_0=0,inflation points per x point at average Nbar,0.1,0.2,0.06216912651671909
hsa_steady_output_gap_hp_baseline_20260702_072745,hsa_steady,output_gap_hp,baseline,unrestricted,quarterly_interpolated,delta=0,change in kappa_t per +10 log-point Nbar deviation,0.0,0.02,1.3088723886993219
hsa_steady_output_gap_hp_baseline_20260702_142104,hsa_steady,output_gap_hp,baseline,unrestricted,quarterly_interpolated,kappa_0=0,inflation points per x point at average Nbar,0.1,0.2,0.06216912651671909
hsa_steady_output_gap_hp_baseline_20260702_142104,hsa_steady,output_gap_hp,baseline,unrestricted,quarterly_interpolated,delta=0,change in kappa_t per +10 log-point Nbar deviation,0.0,0.02,1.3088723886993219
hsa_steady_output_gap_hp_baseline_annual_q4_20260702_194009,hsa_steady,output_gap_hp,baseline,unrestricted,annual_q4,kappa_0=0,inflation points per x point at average Nbar,0.1,0.2,0.08044352330152517
hsa_steady_output_gap_hp_baseline_annual_q4_20260702_194009,hsa_steady,output_gap_hp,baseline,unrestricted,annual_q4,delta=0,change in kappa_t per +10 log-point Nbar deviation,0.0,0.02,1.1886462446431183
hsa_steady_output_gap_hp_baseline_restricted_kappa_20260623_111202,hsa_steady,output_gap_hp,baseline,restricted_kappa,quarterly_interpolated,kappa_0=0,inflation points per x point at average Nbar,0.1,0.2,0.12460751309140723
hsa_steady_output_gap_hp_baseline_restricted_kappa_20260623_111202,hsa_steady,output_gap_hp,baseline,restricted_kappa,quarterly_interpolated,delta=0,change in kappa_t per +10 log-point Nbar deviation,0.0,0.02,1.0043339928659905
hsa_steady_output_gap_hp_baseline_restricted_kappa_t_20260702_073328,hsa_steady,output_gap_hp,baseline,restricted_kappa_t,quarterly_interpolated,kappa_0=0,inflation points per x point at average Nbar,0.1,0.2,0.005774700528140257
hsa_steady_output_gap_hp_baseline_restricted_kappa_t_20260702_073328,hsa_steady,output_gap_hp,baseline,restricted_kappa_t,quarterly_interpolated,delta=0,change in kappa_t per +10 log-point Nbar deviation,0.0,0.02,1.3417150209125064
