run,model,data_spec,prior_spec,constraint_spec,parameter,unit,mean,sd,ci_2.5,ci_97.5
hsa_steady_output_gap_hp_baseline_20260623_105155,hsa_steady,output_gap_hp,baseline,unrestricted,rho,reported physical units,0.1169328404944704,0.10351627767904843,-0.08536671330211398,0.3129124580425095
hsa_steady_output_gap_hp_baseline_20260623_105155,hsa_steady,output_gap_hp,baseline,unrestricted,rho_1,AR(2) coefficient,0.754867464942717,0.17050904962485036,0.4033625697714754,1.0442467054281475
hsa_steady_output_gap_hp_baseline_20260623_105155,hsa_steady,output_gap_hp,baseline,unrestricted,rho_2,AR(2) coefficient,-0.018098305819072,0.13625721323131887,-0.30009758422648763,0.2333954572016601
hsa_steady_output_gap_hp_baseline_20260623_105155,hsa_steady,output_gap_hp,baseline,unrestricted,sigma_N,reported physical units,0.2926608252457345,0.02676931962246045,0.24514940721114556,0.3496436249985578
hsa_steady_output_gap_hp_baseline_20260623_105155,hsa_steady,output_gap_hp,baseline,unrestricted,sigma_e,reported physical units,0.6344176145009102,0.041317094780966186,0.5615063800881852,0.7248135717339109
hsa_steady_output_gap_hp_baseline_20260623_105155,hsa_steady,output_gap_hp,baseline,unrestricted,sigma_eps,reported physical units,0.3328996017449988,0.03135709352657777,0.27595350002355146,0.39953668108898094
hsa_steady_output_gap_hp_baseline_20260623_105155,hsa_steady,output_gap_hp,baseline,unrestricted,sigma_eta,reported physical units,0.6264913304897118,0.04059649599436207,0.5543742266313394,0.7160499474476149
hsa_steady_output_gap_hp_baseline_20260623_105155,hsa_steady,output_gap_hp,baseline,unrestricted,sigma_u,reported physical units,0.3211065236501045,0.030388643204628737,0.26763314996454773,0.3860756830080597
hsa_steady_output_gap_hp_baseline_20260623_105155,hsa_steady,output_gap_hp,baseline,unrestricted,sigma_zeta,reported physical units,0.5848063737277136,0.038046155936577966,0.5173365554734956,0.6644139165882228
hsa_steady_output_gap_hp_baseline_restricted_kappa_20260623_111202,hsa_steady,output_gap_hp,baseline,restricted_kappa,Nbar,reported physical units,0.004900385263525212,1.704103306664207,-3.0187412415165613,2.567774441047841
hsa_steady_output_gap_hp_baseline_restricted_kappa_20260623_111202,hsa_steady,output_gap_hp,baseline,restricted_kappa,Nhat,reported physical units,-0.004820934716317669,0.8233471031120921,-1.7236288121872367,1.689025151084976
hsa_steady_output_gap_hp_baseline_restricted_kappa_20260623_111202,hsa_steady,output_gap_hp,baseline,restricted_kappa,alpha,share,0.6638347641736467,0.052276825764399557,0.5611593892183735,0.7616210233417637
hsa_steady_output_gap_hp_baseline_restricted_kappa_20260623_111202,hsa_steady,output_gap_hp,baseline,restricted_kappa,delta,change in kappa_t per +10 log-point Nbar deviation,-0.01054362019021758,0.017363264353245048,-0.04406506134927982,0.024343921098581994
hsa_steady_output_gap_hp_baseline_restricted_kappa_20260623_111202,hsa_steady,output_gap_hp,baseline,restricted_kappa,kappa_0,inflation points per x point at average Nbar,0.13533965048350402,0.04715203894823507,0.042038722339489076,0.2247513194477487
hsa_steady_output_gap_hp_baseline_restricted_kappa_20260623_111202,hsa_steady,output_gap_hp,baseline,restricted_kappa,kappa_t,inflation points per x point,0.13549671091589413,0.056556029753091604,0.019932516985021347,0.2416892783742342
hsa_steady_output_gap_hp_baseline_restricted_kappa_20260623_111202,hsa_steady,output_gap_hp,baseline,restricted_kappa,lambda_ez,shock loading,0.1274215848057843,0.11417612388913902,-0.09773632798997006,0.35052714519665024
