run,model,data_spec,prior_spec,constraint_spec,restriction,unit,prior_mean,prior_sd,sddr_bf01
ces_inv_markup_weak_20260623_002002,ces,inv_markup,weak,unrestricted,kappa=0,inflation points per x point,0.1,0.5,3.625200404264596
hsa_dynamic_inv_markup_weak_20260623_003352,hsa_dynamic,inv_markup,weak,unrestricted,kappa=0,inflation points per x point,0.1,0.5,3.1692232486107206
hsa_dynamic_inv_markup_weak_20260623_003352,hsa_dynamic,inv_markup,weak,unrestricted,theta=0,inflation effect per +10 log-point Nhat deviation,0.0,0.5,0.27678304833999506
hsa_full_inv_markup_weak_20260623_004354,hsa_full,inv_markup,weak,unrestricted,kappa_0=0,inflation points per x point at average Nbar,0.1,0.5,3.5665020806558196
hsa_full_inv_markup_weak_20260623_004354,hsa_full,inv_markup,weak,unrestricted,delta=0,change in kappa_t per +10 log-point Nbar deviation,0.0,0.1,1.3677556020902464
hsa_full_inv_markup_weak_20260623_004354,hsa_full,inv_markup,weak,unrestricted,theta_0=0,inflation effect per +10 log-point Nhat deviation at average Nbar,0.0,0.5,2.0650055122072533
hsa_full_inv_markup_weak_20260623_004354,hsa_full,inv_markup,weak,unrestricted,gamma=0,change in theta_t per +10 log-point Nbar deviation,0.0,0.1,0.6427207910387277
hsa_steady_inv_markup_weak_20260623_002331,hsa_steady,inv_markup,weak,unrestricted,kappa_0=0,inflation points per x point at average Nbar,0.1,0.5,3.4524163820511795
hsa_steady_inv_markup_weak_20260623_002331,hsa_steady,inv_markup,weak,unrestricted,delta=0,change in kappa_t per +10 log-point Nbar deviation,0.0,0.1,1.6060676209762546
