run,model,data_spec,prior_spec,constraint_spec,restriction,unit,prior_mean,prior_sd,sddr_bf01
hsa_steady_output_gap_bn_baseline_20260622_205747,hsa_steady,output_gap_bn,baseline,unrestricted,kappa_0=0,inflation points per x point at average Nbar,0.1,0.2,2.4321199341969817
hsa_steady_output_gap_bn_baseline_20260622_205747,hsa_steady,output_gap_bn,baseline,unrestricted,delta=0,change in kappa_t per +10 log-point Nbar deviation,0.0,0.02,0.5918283840594144
hsa_steady_output_gap_bn_full_baseline_20260622_205836,hsa_steady,output_gap_bn_full,baseline,unrestricted,kappa_0=0,inflation points per x point at average Nbar,0.1,0.2,2.4321199341969817
hsa_steady_output_gap_bn_full_baseline_20260622_205836,hsa_steady,output_gap_bn_full,baseline,unrestricted,delta=0,change in kappa_t per +10 log-point Nbar deviation,0.0,0.02,0.5918283840594144
