parameter,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,ess_bulk,ess_tail,r_hat,warning
alpha,0.6638347641736467,0.052276825764399557,0.5611593892183735,0.7616210233417637,0.0009241324499228636,3200.0,3200.0,0.9997206669064814,
kappa_0,0.13533965048350402,0.04715203894823507,0.042038722339489076,0.2247513194477487,0.0008340810638294425,3195.83560887238,2982.786489858005,1.0000915692463068,
delta,-0.01054362019021758,0.017363264353245048,-0.04406506134927982,0.024343921098581994,0.00031160921508935314,3104.8610550921635,3039.8619062284547,1.0009496078431734,
kappa_t_mean,0.13549671091589413,0.04626146770466274,0.043612646265618435,0.22310020101806277,0.000822284535488823,3165.1519863046497,2972.7262721949996,1.0000515378296178,
kappa_t_start,0.1351791822451066,0.04842390434042456,0.03664957261930006,0.22650740409443665,0.0008800503111854826,3027.6425789788336,3026.622260828482,1.0000794363374843,
kappa_t_mid,0.12046105564028592,0.05694975319126715,0.0028273080768290255,0.2261648032467078,0.0010067389167111307,3200.0,3200.0,0.9997055277126288,
kappa_t_end,0.163199525712706,0.06092438993893406,0.041817575977768334,0.2808073630610123,0.001121028421603645,2953.5826708732725,3081.9781101269664,1.0016752507225224,
phi_1,0.894940826647604,0.037623575749545383,0.8216576561405112,0.9682906119112064,0.0006812177423632093,3050.3399018154682,2988.320107039569,0.999787643797695,
rho_1,0.754867464942717,0.17050904962485036,0.4033625697714754,1.0442467054281475,0.005098405943852332,1118.4743888450625,1930.9122215732043,0.9997258999383842,
rho_2,-0.018098305819072,0.13625721323131887,-0.30009758422648763,0.2333954572016601,0.0034102886159690744,1596.3816762240053,2140.2257363101207,0.9998594480286714,
n,-0.020492848190734256,0.031148941939788056,-0.08270688957708838,0.0412441078338814,0.0005506407018102546,3200.0,3075.4554088713635,0.9997385016681989,
lambda_ez,0.1274215848057843,0.11417612388913902,-0.09773632798997006,0.35052714519665024,0.0021826726121047016,2736.3610031569415,3041.3215618392746,0.9999329065919194,
rho,0.1169328404944704,0.10351627767904843,-0.08536671330211398,0.3129124580425095,0.0020057834315799264,2663.4786177192586,3079.4043080383353,0.9999733380078875,
sigma_eta,0.6264913304897118,0.04059649599436207,0.5543742266313394,0.7160499474476149,0.0007421213369015969,2992.452485293146,2888.725518553052,0.9996896595913133,
sigma_e,0.6344176145009102,0.041317094780966186,0.5615063800881852,0.7248135717339109,0.0007624812457225526,2936.3053789709734,3110.1821366403055,0.9996950974535088,
sigma_zeta,0.5848063737277136,0.038046155936577966,0.5173365554734956,0.6644139165882228,0.0006725673715208775,3200.0,3200.0,0.9999707090079331,
sigma_u,0.3211065236501045,0.030388643204628737,0.26763314996454773,0.3860756830080597,0.0005672114633337674,2870.3352299501057,3085.0559519007447,0.9999496482967615,
sigma_eps,0.3328996017449988,0.03135709352657777,0.27595350002355146,0.39953668108898094,0.0006219554776064188,2541.868086919806,2862.8026888776635,0.9998099326514294,
sigma_N,0.2926608252457345,0.02676931962246045,0.24514940721114556,0.3496436249985578,0.0005189930975746897,2660.4279540740486,2981.3488056651513,1.0005867391435352,
