DATE,HHI,N
1991-01-01,0.12066567931570348,8.287360628730655
1991-04-01,0.1148992110132269,8.703279954506238
1991-07-01,0.10913274271075035,9.163152828023746
1991-10-01,0.10336627440827378,9.674335325758404
1992-01-01,0.09759980610579722,10.245921994107345
1992-04-01,0.09500801929260853,10.525427300196315
1992-07-01,0.09241623247941985,10.820609899053068
1992-10-01,0.08982444566623117,11.132826844440439
1993-01-01,0.08723265885304249,11.463596468894313
1993-04-01,0.08462034472973103,11.817489082488386
1993-07-01,0.08200803060641956,12.193927748360297
1993-10-01,0.0793957164831081,12.595137928036152
1994-01-01,0.07678340235979664,13.023647940399089
1994-04-01,0.07467072210050382,13.39212976478304
1994-07-01,0.07255804184121102,13.782069838494825
1994-10-01,0.07044536158191822,14.195398782035326
1995-01-01,0.0683326813226254,14.63428597626087
1995-04-01,0.06790842007281046,14.7257144096095
1995-07-01,0.06748415882299552,14.818292432493736
1995-10-01,0.06705989757318057,14.91204186389829
1996-01-01,0.06663563632336562,15.006985078483485
1996-04-01,0.06660152612780433,15.014670956354063
1996-07-01,0.06656741593224304,15.022364710955129
1996-10-01,0.06653330573668174,15.03006635440137
1997-01-01,0.06649919554112045,15.037775898832338
1997-04-01,0.06738062679407307,14.84106111176695
1997-07-01,0.06826205804702569,14.64942646925618
1997-10-01,0.06914348929997831,14.46267768844454
1998-01-01,0.07002492055293093,14.280630268535798
1998-04-01,0.07146845215888634,13.992187738679894
1998-07-01,0.07291198376484175,13.71516653867538
1998-10-01,0.07435551537079715,13.448901470364177
1999-01-01,0.07579904697675256,13.192778008234038
1999-04-01,0.07585400455921684,13.183219604699069
1999-07-01,0.07590896214168114,13.173675041604952
1999-10-01,0.07596391972414543,13.164144288912281
2000-01-01,0.07601887730660971,13.15462731666851
2000-04-01,0.0750990238654769,13.31575230313614
2000-07-01,0.07417917042434409,13.480873327100735
2000-10-01,0.07325931698321128,13.650140912850285
2001-01-01,0.07233946354207847,13.823713240813836
2001-04-01,0.07228945830317049,13.833275604392538
2001-07-01,0.07223945306426252,13.84285120639581
2001-10-01,0.07218944782535455,13.85244007433421
2002-01-01,0.07213944258644657,13.862042235794572
2002-04-01,0.07188801280722867,13.910525008968468
2002-07-01,0.07163658302801078,13.959348111411007
2002-10-01,0.07138515324879288,14.008515139202421
2003-01-01,0.07113372346957499,14.058029739265873
2003-04-01,0.07034819404545703,14.215005993669546
2003-07-01,0.06956266462133906,14.375527525339214
2003-10-01,0.0687771351972211,14.539715810093881
2004-01-01,0.06799160577310315,14.707697937553208
2004-04-01,0.06792943291733058,14.72115925385377
2004-07-01,0.06786726006155802,14.734645233842716
2004-10-01,0.06780508720578546,14.748155945365042
2005-01-01,0.0677429143500129,14.761691456514813
2005-04-01,0.06691207389625027,14.944985886262295
2005-07-01,0.06608123344248765,15.132889443874078
2005-10-01,0.06525039298872502,15.325578194951186
2006-01-01,0.0644195525349624,15.523237288201752
2006-04-01,0.06330005986426902,15.797773369318246
2006-07-01,0.06218056719357564,16.082194890356643
2006-10-01,0.06106107452288226,16.37704556976403
2007-01-01,0.05994158185218888,16.682909744789843
2007-04-01,0.05837436465277136,17.130807434878424
2007-07-01,0.05680714745335384,17.60341866877107
2007-10-01,0.05523993025393632,18.10284689721782
2008-01-01,0.0536727130545188,18.631441249937115
2008-04-01,0.05327280792045835,18.771302640797543
2008-07-01,0.05287290278639789,18.913279719857947
2008-10-01,0.05247299765233743,19.057420859115997
2009-01-01,0.05207309251827697,19.20377591649686
2009-04-01,0.052984880854896804,18.873308458286004
2009-07-01,0.05389666919151664,18.55402226149813
2009-10-01,0.05480845752813647,18.245359294897874
2010-01-01,0.0557202458647563,17.946798053030694
2010-04-01,0.0555364600642916,18.006189066468284
2010-07-01,0.055352674263826895,18.065974468256222
2010-10-01,0.055168888463362195,18.126158199908318
2011-01-01,0.054985102662897495,18.186744255635876
2011-04-01,0.05510004580401199,18.14880523978053
2011-07-01,0.055214988945126484,18.11102418210779
2011-10-01,0.055329932086240985,18.07340009818433
2012-01-01,0.05544487522735548,18.035932011740165
2012-04-01,0.05615574037244067,17.80761847974434
2012-07-01,0.05686660551752586,17.585013047627882
2012-10-01,0.057577470662611055,17.36790429471518
2013-01-01,0.05828833580769625,17.156091113995444
2013-04-01,0.058844449158848386,16.993956342433208
2013-07-01,0.059400562510000525,16.834857411184323
2013-10-01,0.059956675861152664,16.678709845685816
2014-01-01,0.0605127892123048,16.525432276664215
2014-04-01,0.06035232635222918,16.56936957431905
2014-07-01,0.06019186349215355,16.6135411330197
2014-10-01,0.06003140063207793,16.657948831292927
2015-01-01,0.05987093777200231,16.702594567804383
2015-04-01,0.059482113965751836,16.81177640350463
2015-07-01,0.05909329015950136,16.92239503505144
2015-10-01,0.05870446635325089,17.03447901191291
2016-01-01,0.05831564254700042,17.148057644979804
2016-04-01,0.05824762640732348,17.168081545624492
2016-07-01,0.05817961026764654,17.18815226502293
2016-10-01,0.058111594127969596,17.20826996757075
2017-01-01,0.058043577988292655,17.228434818434163
2017-04-01,0.05771547999069542,17.32637414019973
2017-07-01,0.05738738199309819,17.42543334909871
2017-10-01,0.05705928399550096,17.52563176360307
2018-01-01,0.05673118599790373,17.62698914908902
2018-04-01,0.05587271338076108,17.89782417018492
2018-07-01,0.055014240763618424,18.1771117099795
2018-10-01,0.054155768146475776,18.46525373428898
2019-01-01,0.05329729552933313,18.762678107177727
2019-04-01,0.05345561650243512,18.707108166163344
2019-07-01,0.05361393747553711,18.651866419180248
2019-10-01,0.05377225844863911,18.596949967335963
