run,model,data_spec,prior_spec,constraint_spec,restriction,unit,prior_mean,prior_sd,sddr_bf01
ces_unemployment_gap_weak_20260623_011913,ces,unemployment_gap,weak,unrestricted,kappa=0,inflation points per x point,0.1,0.5,3.6151699820441316
hsa_dynamic_unemployment_gap_weak_20260623_013303,hsa_dynamic,unemployment_gap,weak,unrestricted,kappa=0,inflation points per x point,0.1,0.5,2.3785752860193674
hsa_dynamic_unemployment_gap_weak_20260623_013303,hsa_dynamic,unemployment_gap,weak,unrestricted,theta=0,inflation effect per +10 log-point Nhat deviation,0.0,0.5,0.2695713680808939
hsa_full_unemployment_gap_weak_20260623_014256,hsa_full,unemployment_gap,weak,unrestricted,kappa_0=0,inflation points per x point at average Nbar,0.1,0.5,1.1080393360520617
hsa_full_unemployment_gap_weak_20260623_014256,hsa_full,unemployment_gap,weak,unrestricted,delta=0,change in kappa_t per +10 log-point Nbar deviation,0.0,0.1,0.9789184005978718
hsa_full_unemployment_gap_weak_20260623_014256,hsa_full,unemployment_gap,weak,unrestricted,theta_0=0,inflation effect per +10 log-point Nhat deviation at average Nbar,0.0,0.5,1.120790615971137
hsa_full_unemployment_gap_weak_20260623_014256,hsa_full,unemployment_gap,weak,unrestricted,gamma=0,change in theta_t per +10 log-point Nbar deviation,0.0,0.1,0.8704882775267088
hsa_steady_unemployment_gap_weak_20260623_012240,hsa_steady,unemployment_gap,weak,unrestricted,kappa_0=0,inflation points per x point at average Nbar,0.1,0.5,1.3148827704642339
hsa_steady_unemployment_gap_weak_20260623_012240,hsa_steady,unemployment_gap,weak,unrestricted,delta=0,change in kappa_t per +10 log-point Nbar deviation,0.0,0.1,0.12212874843669938
