run,model,data_spec,prior_spec,constraint_spec,n_transform,parameter,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,ess_bulk,ess_tail,r_hat,warning
hsa_dynamic_inv_markup_baseline_20260622_232243,hsa_dynamic,inv_markup,baseline,unrestricted,log100_centered10,rho_1,0.9018099968704851,0.12592354642045764,0.6223366191111397,1.1179212987620473,0.004073019436463029,955.830594874143,994.4843635757633,0.9997099971574627,
hsa_dynamic_inv_markup_baseline_20260622_232243,hsa_dynamic,inv_markup,baseline,unrestricted,log100_centered10,rho_2,0.012984572261874293,0.10406369075130457,-0.19007600386186707,0.22122845268558095,0.002400449774041285,1879.373948478427,2818.2377577128173,1.0000626947564961,
hsa_dynamic_inv_markup_baseline_20260622_232243,hsa_dynamic,inv_markup,baseline,unrestricted,log100_centered10,n,-0.0336480995279199,0.026566442368374046,-0.0827424494703707,0.01997185290896702,0.001519367292131959,305.7322510785924,881.6602470975475,0.9999417447120158,bulk ESS < 400
hsa_dynamic_inv_markup_baseline_20260622_232243,hsa_dynamic,inv_markup,baseline,unrestricted,log100_centered10,sigma_e,0.6204236564573145,0.04264044220457655,0.5399356991354214,0.708902353104916,0.0010071915712923536,1792.3352013981596,2506.883048535863,1.0027454799924562,
hsa_dynamic_inv_markup_baseline_20260622_232243,hsa_dynamic,inv_markup,baseline,unrestricted,log100_centered10,sigma_zeta,0.48957092871606106,0.030722631647320673,0.4323177542058156,0.552384985968248,0.0005580973192508466,3030.3790494978575,3164.0617676208753,0.9998112796524586,
hsa_dynamic_inv_markup_baseline_20260622_232243,hsa_dynamic,inv_markup,baseline,unrestricted,log100_centered10,sigma_u,0.19203806321687483,0.02075081169369714,0.15649599792785,0.23736019674092956,0.00044066497390782294,2217.4463158318563,2900.8908179554323,1.0001704375593623,
hsa_dynamic_inv_markup_baseline_20260622_232243,hsa_dynamic,inv_markup,baseline,unrestricted,log100_centered10,sigma_eps,0.20488263594899203,0.02263779571029427,0.16462458471465966,0.2531029763716895,0.0006029789742766691,1409.4962848188143,2423.2925372536006,1.0000274682125776,
hsa_dynamic_inv_markup_baseline_20260622_232243,hsa_dynamic,inv_markup,baseline,unrestricted,log100_centered10,sigma_N,0.25028744841153766,0.02000192889413105,0.2138431556567892,0.2912876487232676,0.00037509928548999633,2843.487244001076,3200.0,0.9997392756934618,
hsa_dynamic_inv_markup_baseline_20260623_003021,hsa_dynamic,inv_markup,baseline,unrestricted,log100_centered10,alpha,0.6149887157508009,0.05510173441825285,0.5038438268234352,0.7198519334198948,0.0016639292792142892,1096.6317378179656,1819.3762748179108,0.99981773151015,
hsa_dynamic_inv_markup_baseline_20260623_003021,hsa_dynamic,inv_markup,baseline,unrestricted,log100_centered10,kappa,0.011536568494128279,0.11760578580171199,-0.21740008220952822,0.2396860752338457,0.0025625487297115156,2106.265482854676,2207.53035817475,1.0000476626774746,
hsa_dynamic_inv_markup_baseline_20260623_003021,hsa_dynamic,inv_markup,baseline,unrestricted,log100_centered10,theta,-0.022464662695022664,0.2660384857463863,-0.35889275588246966,0.5774586748401236,0.019097051327192766,194.06906064594233,850.1076925196016,1.0006767323572965,bulk ESS < 400
hsa_dynamic_inv_markup_baseline_20260623_003021,hsa_dynamic,inv_markup,baseline,unrestricted,log100_centered10,phi_1,0.6630087466066351,0.06653397405753471,0.5317141262109726,0.7979720752672386,0.0011761656058843157,3200.0,3073.174249140995,0.9999378754802277,
hsa_dynamic_inv_markup_baseline_20260623_003021,hsa_dynamic,inv_markup,baseline,unrestricted,log100_centered10,rho_1,0.9018099968704851,0.12592354642045764,0.6223366191111397,1.1179212987620473,0.004073019436463029,955.830594874143,994.4843635757633,0.9997099971574627,
hsa_dynamic_inv_markup_baseline_20260623_003021,hsa_dynamic,inv_markup,baseline,unrestricted,log100_centered10,rho_2,0.012984572261874293,0.10406369075130457,-0.19007600386186707,0.22122845268558095,0.002400449774041285,1879.373948478427,2818.2377577128173,1.0000626947564961,
hsa_dynamic_inv_markup_baseline_20260623_003021,hsa_dynamic,inv_markup,baseline,unrestricted,log100_centered10,n,-0.0336480995279199,0.026566442368374046,-0.0827424494703707,0.01997185290896702,0.001519367292131959,305.7322510785924,881.6602470975475,0.9999417447120158,bulk ESS < 400
hsa_dynamic_inv_markup_baseline_20260623_003021,hsa_dynamic,inv_markup,baseline,unrestricted,log100_centered10,sigma_e,0.6204236564573145,0.04264044220457655,0.5399356991354214,0.708902353104916,0.0010071915712923536,1792.3352013981596,2506.883048535863,1.0027454799924562,
hsa_dynamic_inv_markup_baseline_20260623_003021,hsa_dynamic,inv_markup,baseline,unrestricted,log100_centered10,sigma_zeta,0.48957092871606106,0.030722631647320673,0.4323177542058156,0.552384985968248,0.0005580973192508466,3030.3790494978575,3164.0617676208753,0.9998112796524586,
hsa_dynamic_inv_markup_baseline_20260623_003021,hsa_dynamic,inv_markup,baseline,unrestricted,log100_centered10,sigma_u,0.19203806321687483,0.02075081169369714,0.15649599792785,0.23736019674092956,0.00044066497390782294,2217.4463158318563,2900.8908179554323,1.0001704375593623,
hsa_dynamic_inv_markup_baseline_20260623_003021,hsa_dynamic,inv_markup,baseline,unrestricted,log100_centered10,sigma_eps,0.20488263594899203,0.02263779571029427,0.16462458471465966,0.2531029763716895,0.0006029789742766691,1409.4962848188143,2423.2925372536006,1.0000274682125776,
hsa_dynamic_inv_markup_baseline_20260623_003021,hsa_dynamic,inv_markup,baseline,unrestricted,log100_centered10,sigma_N,0.25028744841153766,0.02000192889413105,0.2138431556567892,0.2912876487232676,0.00037509928548999633,2843.487244001076,3200.0,0.9997392756934618,
hsa_dynamic_inv_markup_baseline_20260702_071133,hsa_dynamic,inv_markup,baseline,unrestricted,log100_centered10,alpha,0.6387769349965712,0.050812431139013625,0.5436765047961006,0.7406911422753067,0.000913686860782179,3092.752663172274,3200.0,0.9997915012918,
hsa_dynamic_inv_markup_baseline_20260702_071133,hsa_dynamic,inv_markup,baseline,unrestricted,log100_centered10,kappa,-0.023759135375327634,0.11134091955724773,-0.24092683949233107,0.1978168625516942,0.002163709985253507,2647.960540309041,2893.370211298413,1.0001234413297382,
hsa_dynamic_inv_markup_baseline_20260702_071133,hsa_dynamic,inv_markup,baseline,unrestricted,log100_centered10,theta,-0.07821888588649925,0.05395840977104316,-0.17100662255079072,0.05599208539961543,0.0024908007753496656,469.2889187275131,215.2764213209101,0.9997249034101144,tail ESS < 400
hsa_dynamic_inv_markup_baseline_20260702_071133,hsa_dynamic,inv_markup,baseline,unrestricted,log100_centered10,phi_1,0.66482110503371,0.0680368415816179,0.5305018116610183,0.7973083680772932,0.001238661834961612,3017.0518644994404,3200.0,0.9996878659626899,
hsa_dynamic_inv_markup_baseline_20260702_071133,hsa_dynamic,inv_markup,baseline,unrestricted,log100_centered10,rho_1,1.768207293440165,0.053219195022800876,1.6545822544949378,1.868231634587748,0.0015187755316228115,1227.8616041116843,857.9090749535848,0.9998416212654199,
hsa_dynamic_inv_markup_baseline_20260702_071133,hsa_dynamic,inv_markup,baseline,unrestricted,log100_centered10,rho_2,-0.7823760622968376,0.05123844440203079,-0.8782125735097388,-0.6735657154758663,0.0013960133799106494,1347.1399351104615,1128.1205374012893,0.9997573490558188,
hsa_dynamic_inv_markup_baseline_20260702_071133,hsa_dynamic,inv_markup,baseline,unrestricted,log100_centered10,n,-0.05119648108959197,0.013363695954114895,-0.0718785719665096,-0.015706079268306156,0.0009425189741435649,201.03559914164464,185.21042373233198,0.9999004866135627,bulk ESS < 400; tail ESS < 400
hsa_dynamic_inv_markup_baseline_20260702_071133,hsa_dynamic,inv_markup,baseline,unrestricted,log100_centered10,sigma_e,0.6514698056663047,0.041127440001396696,0.5778219498904921,0.7388887547444718,0.0007826775008857827,2761.1986710393016,2966.902218939073,0.9996962691355525,
hsa_dynamic_inv_markup_baseline_20260702_071133,hsa_dynamic,inv_markup,baseline,unrestricted,log100_centered10,sigma_zeta,0.5047688745966652,0.03223876854745975,0.44584021259714124,0.5740610643411724,0.0005699062964253093,3200.0,3015.6832304259488,1.0002599674548593,
hsa_dynamic_inv_markup_baseline_20260702_071133,hsa_dynamic,inv_markup,baseline,unrestricted,log100_centered10,sigma_u,0.04867174431077149,0.004535390776545776,0.040668941838845285,0.0585867446282264,8.913243091535208e-05,2589.1542385826074,2930.7754396985492,0.9998629392804108,
hsa_dynamic_inv_markup_baseline_20260702_071133,hsa_dynamic,inv_markup,baseline,unrestricted,log100_centered10,sigma_eps,0.03362231627550854,0.00369852536584836,0.027243729490461614,0.04164348802756147,7.955706792378549e-05,2161.2234222428474,2790.0024286053595,0.999805797274522,
hsa_dynamic_inv_markup_baseline_20260702_071133,hsa_dynamic,inv_markup,baseline,unrestricted,log100_centered10,sigma_N,0.02382704025806767,0.002382161695192483,0.019639048640655694,0.028971923344626282,4.637699225936194e-05,2638.3798112828704,3090.74752600168,1.0026407737598944,
hsa_dynamic_inv_markup_baseline_restricted_kappa_20260622_224310,hsa_dynamic,inv_markup,baseline,restricted_kappa,log100_centered10,alpha,0.6120667771949155,0.057265249289432454,0.49761536856298977,0.7221001138126084,0.002073382048135488,762.8227615971512,1679.170947530742,1.0003083802349602,
hsa_dynamic_inv_markup_baseline_restricted_kappa_20260622_224310,hsa_dynamic,inv_markup,baseline,restricted_kappa,log100_centered10,kappa,0.09300914388880667,0.07103276307030115,0.003505988338471268,0.2627984427125019,0.0012963839146222223,3002.2727844518054,2813.4526898356917,0.9996911508964186,
hsa_dynamic_inv_markup_baseline_restricted_kappa_20260622_224310,hsa_dynamic,inv_markup,baseline,restricted_kappa,log100_centered10,theta,-0.0011101978957659252,0.2807204248546136,-0.3625915964175353,0.6056871417042949,0.029370720291419752,91.35216203614335,520.7654694554052,1.007447149640926,bulk ESS < 400
hsa_dynamic_inv_markup_baseline_restricted_kappa_20260622_224310,hsa_dynamic,inv_markup,baseline,restricted_kappa,log100_centered10,phi_1,0.663589197774637,0.0644195155319635,0.5368471835046527,0.7890605351795272,0.0011387869068350878,3200.0,3200.0,1.0000101669433672,
hsa_dynamic_inv_markup_baseline_restricted_kappa_20260622_224310,hsa_dynamic,inv_markup,baseline,restricted_kappa,log100_centered10,rho_1,0.8993550668855481,0.12738256508135143,0.6089257209792824,1.1123986318741286,0.003992290997521492,1018.0652201773535,988.4931220094894,0.9999785351017877,
hsa_dynamic_inv_markup_baseline_restricted_kappa_20260622_224310,hsa_dynamic,inv_markup,baseline,restricted_kappa,log100_centered10,rho_2,0.01444387034201819,0.10460043745585422,-0.19142302376702883,0.22902323288075596,0.002203026310538864,2254.382652140649,2609.97213756647,1.0004790253631828,
hsa_dynamic_inv_markup_baseline_restricted_kappa_20260622_224310,hsa_dynamic,inv_markup,baseline,restricted_kappa,log100_centered10,n,-0.03267756970877089,0.026559118452590603,-0.08059626446125903,0.02151519314925363,0.001965762087205146,182.54309187005353,689.1496174609779,1.0002345685952327,bulk ESS < 400
hsa_dynamic_inv_markup_baseline_restricted_kappa_20260622_224310,hsa_dynamic,inv_markup,baseline,restricted_kappa,log100_centered10,sigma_e,0.6212564754987239,0.043681937497332395,0.5427257353586564,0.7123940778808703,0.000832976083152908,2750.038173978549,1694.019581314601,0.9999539016608794,
hsa_dynamic_inv_markup_baseline_restricted_kappa_20260622_224310,hsa_dynamic,inv_markup,baseline,restricted_kappa,log100_centered10,sigma_zeta,0.48938723169921877,0.03090988963221552,0.4346437295831009,0.5514901658091688,0.0005524012578010152,3131.018193239168,2757.005694389574,0.999688719251572,
hsa_dynamic_inv_markup_baseline_restricted_kappa_20260622_224310,hsa_dynamic,inv_markup,baseline,restricted_kappa,log100_centered10,sigma_u,0.1925672093832743,0.020114001094002937,0.1562112354250889,0.2355811247435982,0.0004773065145145319,1775.833380017907,2670.9476426031206,1.0002638843703406,
hsa_dynamic_inv_markup_baseline_restricted_kappa_20260622_224310,hsa_dynamic,inv_markup,baseline,restricted_kappa,log100_centered10,sigma_eps,0.20541893368152908,0.02288000497764361,0.1643446541477104,0.2530663556013222,0.0006357386539858935,1295.2541518467474,2363.418427067707,0.9996913169574482,
hsa_dynamic_inv_markup_baseline_restricted_kappa_20260622_224310,hsa_dynamic,inv_markup,baseline,restricted_kappa,log100_centered10,sigma_N,0.2508595585297267,0.020239179350371263,0.21537141369851762,0.29475635103818637,0.0003761815982542071,2894.6143003526145,3157.0043311757368,1.0001083849457353,
hsa_dynamic_inv_markup_baseline_restricted_kappa_20260622_235225,hsa_dynamic,inv_markup,baseline,restricted_kappa,log100_centered10,alpha,0.6120667771949155,0.057265249289432454,0.49761536856298977,0.7221001138126084,0.002073382048135488,762.8227615971512,1679.170947530742,1.0003083802349602,
hsa_dynamic_inv_markup_baseline_restricted_kappa_20260622_235225,hsa_dynamic,inv_markup,baseline,restricted_kappa,log100_centered10,kappa,0.09300914388880667,0.07103276307030115,0.003505988338471268,0.2627984427125019,0.0012963839146222223,3002.2727844518054,2813.4526898356917,0.9996911508964186,
hsa_dynamic_inv_markup_baseline_restricted_kappa_20260622_235225,hsa_dynamic,inv_markup,baseline,restricted_kappa,log100_centered10,theta,-0.0011101978957659252,0.2807204248546136,-0.3625915964175353,0.6056871417042949,0.029370720291419752,91.35216203614335,520.7654694554052,1.007447149640926,bulk ESS < 400
hsa_dynamic_inv_markup_baseline_restricted_kappa_20260622_235225,hsa_dynamic,inv_markup,baseline,restricted_kappa,log100_centered10,phi_1,0.663589197774637,0.0644195155319635,0.5368471835046527,0.7890605351795272,0.0011387869068350878,3200.0,3200.0,1.0000101669433672,
hsa_dynamic_inv_markup_baseline_restricted_kappa_20260622_235225,hsa_dynamic,inv_markup,baseline,restricted_kappa,log100_centered10,rho_1,0.8993550668855481,0.12738256508135143,0.6089257209792824,1.1123986318741286,0.003992290997521492,1018.0652201773535,988.4931220094894,0.9999785351017877,
hsa_dynamic_inv_markup_baseline_restricted_kappa_20260622_235225,hsa_dynamic,inv_markup,baseline,restricted_kappa,log100_centered10,rho_2,0.01444387034201819,0.10460043745585422,-0.19142302376702883,0.22902323288075596,0.002203026310538864,2254.382652140649,2609.97213756647,1.0004790253631828,
hsa_dynamic_inv_markup_baseline_restricted_kappa_20260622_235225,hsa_dynamic,inv_markup,baseline,restricted_kappa,log100_centered10,n,-0.03267756970877089,0.026559118452590603,-0.08059626446125903,0.02151519314925363,0.001965762087205146,182.54309187005353,689.1496174609779,1.0002345685952327,bulk ESS < 400
hsa_dynamic_inv_markup_baseline_restricted_kappa_20260622_235225,hsa_dynamic,inv_markup,baseline,restricted_kappa,log100_centered10,sigma_e,0.6212564754987239,0.043681937497332395,0.5427257353586564,0.7123940778808703,0.000832976083152908,2750.038173978549,1694.019581314601,0.9999539016608794,
hsa_dynamic_inv_markup_baseline_restricted_kappa_20260622_235225,hsa_dynamic,inv_markup,baseline,restricted_kappa,log100_centered10,sigma_zeta,0.48938723169921877,0.03090988963221552,0.4346437295831009,0.5514901658091688,0.0005524012578010152,3131.018193239168,2757.005694389574,0.999688719251572,
hsa_dynamic_inv_markup_baseline_restricted_kappa_20260622_235225,hsa_dynamic,inv_markup,baseline,restricted_kappa,log100_centered10,sigma_u,0.1925672093832743,0.020114001094002937,0.1562112354250889,0.2355811247435982,0.0004773065145145319,1775.833380017907,2670.9476426031206,1.0002638843703406,
hsa_dynamic_inv_markup_baseline_restricted_kappa_20260622_235225,hsa_dynamic,inv_markup,baseline,restricted_kappa,log100_centered10,sigma_eps,0.20541893368152908,0.02288000497764361,0.1643446541477104,0.2530663556013222,0.0006357386539858935,1295.2541518467474,2363.418427067707,0.9996913169574482,
hsa_dynamic_inv_markup_baseline_restricted_kappa_20260622_235225,hsa_dynamic,inv_markup,baseline,restricted_kappa,log100_centered10,sigma_N,0.2508595585297267,0.020239179350371263,0.21537141369851762,0.29475635103818637,0.0003761815982542071,2894.6143003526145,3157.0043311757368,1.0001083849457353,
hsa_dynamic_inv_markup_tight_20260623_003726,hsa_dynamic,inv_markup,tight,unrestricted,log100_centered10,alpha,0.6171525931142635,0.0455639049008967,0.5262812780502356,0.7075977521851631,0.0008054636533190756,3200.0,3080.492076827091,0.9999035775947549,
hsa_dynamic_inv_markup_tight_20260623_003726,hsa_dynamic,inv_markup,tight,unrestricted,log100_centered10,kappa,0.03818744867223111,0.08029896370920112,-0.11370424250033964,0.20335187866381993,0.0014194985440257148,3200.0,2796.3883075383355,0.9999065573453761,
hsa_dynamic_inv_markup_tight_20260623_003726,hsa_dynamic,inv_markup,tight,unrestricted,log100_centered10,theta,0.10140648428191676,0.10194006747349438,-0.0995038608376116,0.30296535792847085,0.001813860851677792,3158.507396529555,3000.800484850468,1.000094366694937,
hsa_dynamic_inv_markup_tight_20260623_003726,hsa_dynamic,inv_markup,tight,unrestricted,log100_centered10,phi_1,0.674731770336216,0.05659010603835267,0.5635567745059521,0.7850265266700827,0.0010058168511033437,3165.5064349289337,3042.4487596520703,1.002050054955656,
hsa_dynamic_inv_markup_tight_20260623_003726,hsa_dynamic,inv_markup,tight,unrestricted,log100_centered10,rho_1,0.5057411387811531,0.10055528379875746,0.3087372317413204,0.6991365406247074,0.0019662071732083485,2615.4790143433906,3006.1564805884013,1.0001916472770194,
hsa_dynamic_inv_markup_tight_20260623_003726,hsa_dynamic,inv_markup,tight,unrestricted,log100_centered10,rho_2,-0.36935142138345145,0.0951474204985488,-0.5499684388327652,-0.18516238963162582,0.0018646500929715053,2603.7503617209,2615.8601997174824,0.9997630948833837,
hsa_dynamic_inv_markup_tight_20260623_003726,hsa_dynamic,inv_markup,tight,unrestricted,log100_centered10,n,-0.01734275059865637,0.017578094572875753,-0.05222028291776968,0.016619317012277826,0.0003107397468204723,3200.0,3200.0,1.0001974865827286,
hsa_dynamic_inv_markup_tight_20260623_003726,hsa_dynamic,inv_markup,tight,unrestricted,log100_centered10,sigma_e,0.6324329213240031,0.03922105012416997,0.5601382511117589,0.7163454703909596,0.0007185521138546857,2979.3525194113313,3042.8269498224886,1.0014487224954336,
hsa_dynamic_inv_markup_tight_20260623_003726,hsa_dynamic,inv_markup,tight,unrestricted,log100_centered10,sigma_zeta,0.47699652750162796,0.029644632521819893,0.42305599131932403,0.5390753670264485,0.0005252576068782431,3185.278725733076,2866.525389002316,1.0000885975037923,
hsa_dynamic_inv_markup_tight_20260623_003726,hsa_dynamic,inv_markup,tight,unrestricted,log100_centered10,sigma_u,0.14419437800951587,0.017389490626129208,0.11455934652972957,0.1818493696431755,0.0003803040906126745,2090.796325007318,2702.334983937803,0.9997093881732229,
hsa_dynamic_inv_markup_tight_20260623_003726,hsa_dynamic,inv_markup,tight,unrestricted,log100_centered10,sigma_eps,0.19895043953492944,0.020162689201846266,0.16353317021301444,0.2408982470345839,0.0004026843980926423,2507.0748767014543,2732.7249303900276,1.000317874875485,
hsa_dynamic_inv_markup_tight_20260623_003726,hsa_dynamic,inv_markup,tight,unrestricted,log100_centered10,sigma_N,0.3206901617048721,0.023278907718991316,0.2791443842906286,0.36924466012535145,0.0004473956429293456,2707.333123821534,3041.884625052158,0.9998201388061337,
hsa_dynamic_inv_markup_weak_20260623_003352,hsa_dynamic,inv_markup,weak,unrestricted,log100_centered10,alpha,0.5749117658376305,0.06857996300624158,0.4354112515551621,0.704979147350381,0.0036815808099526035,346.9970781136951,803.137699534141,1.0002309397563234,bulk ESS < 400
hsa_dynamic_inv_markup_weak_20260623_003352,hsa_dynamic,inv_markup,weak,unrestricted,log100_centered10,kappa,0.05181368732445232,0.14953007624489378,-0.23845715190230665,0.33698491739964975,0.0064409401801180655,538.9625363562222,2710.1633297582243,0.9996992883203284,
hsa_dynamic_inv_markup_weak_20260623_003352,hsa_dynamic,inv_markup,weak,unrestricted,log100_centered10,theta,0.29062303471420564,0.5094692321681662,-0.7827207065190505,1.100103234898393,0.06325605508301008,64.86818021150313,280.3198215087813,1.001662541945136,bulk ESS < 400; tail ESS < 400
hsa_dynamic_inv_markup_weak_20260623_003352,hsa_dynamic,inv_markup,weak,unrestricted,log100_centered10,phi_1,0.6605533180194237,0.07178023523859259,0.5193237655038236,0.7973512614336583,0.0012789878767100265,3149.755904582805,2706.59832606597,0.999835095353398,
hsa_dynamic_inv_markup_weak_20260623_003352,hsa_dynamic,inv_markup,weak,unrestricted,log100_centered10,rho_1,0.8004050331364232,0.15175103233934778,0.48783161829296245,1.0879854558073652,0.003249655846490211,2180.6630718390948,2736.03886090312,0.9997852441613021,
hsa_dynamic_inv_markup_weak_20260623_003352,hsa_dynamic,inv_markup,weak,unrestricted,log100_centered10,rho_2,0.07083326494501209,0.14491813711028168,-0.20071188184718336,0.37104296106130635,0.002947153375518149,2417.9093205117365,2721.3068062163,1.0001658678271943,
hsa_dynamic_inv_markup_weak_20260623_003352,hsa_dynamic,inv_markup,weak,unrestricted,log100_centered10,n,-0.017653146009645623,0.03249198555338898,-0.08391651719768428,0.044834691586872595,0.001803269986396899,324.6616520331073,1461.2702915316293,1.0003245145778428,bulk ESS < 400
hsa_dynamic_inv_markup_weak_20260623_003352,hsa_dynamic,inv_markup,weak,unrestricted,log100_centered10,sigma_e,0.6082397357468134,0.05279810202351032,0.5022042954908821,0.7117690402484649,0.0018134920840007498,847.6279977971911,1716.2560907855311,1.0000887527129818,
hsa_dynamic_inv_markup_weak_20260623_003352,hsa_dynamic,inv_markup,weak,unrestricted,log100_centered10,sigma_zeta,0.5162217129738147,0.031980105347297394,0.45936677833726164,0.5840153469031472,0.0005653337338533538,3200.0,3083.3948490449143,0.9999831283573428,
hsa_dynamic_inv_markup_weak_20260623_003352,hsa_dynamic,inv_markup,weak,unrestricted,log100_centered10,sigma_u,0.3097312189752551,0.027076759730732473,0.26087405130724417,0.36724228795612524,0.0005229042300030632,2681.3226222238186,2764.056575098972,0.9996883284180189,
hsa_dynamic_inv_markup_weak_20260623_003352,hsa_dynamic,inv_markup,weak,unrestricted,log100_centered10,sigma_eps,0.32268427974429637,0.028871277527999072,0.2711077688604278,0.3837885425215105,0.0005618653978576126,2640.3860439958958,2831.9204721988212,0.9997108758809113,
hsa_dynamic_inv_markup_weak_20260623_003352,hsa_dynamic,inv_markup,weak,unrestricted,log100_centered10,sigma_N,0.23347635286072058,0.022630717194731927,0.1936683627566649,0.2813814219162194,0.0004333640047596562,2727.036577071762,3115.8902913520024,0.9996903389346034,
hsa_dynamic_labor_share_gap_hp_baseline_20260623_110526,hsa_dynamic,labor_share_gap_hp,baseline,unrestricted,log100_centered10,alpha,0.6170315114985798,0.05337393519395915,0.5090117836440209,0.7192368553193073,0.0013301419092777613,1610.1357531498593,2234.143121975907,1.0000334153294324,
hsa_dynamic_labor_share_gap_hp_baseline_20260623_110526,hsa_dynamic,labor_share_gap_hp,baseline,unrestricted,log100_centered10,kappa,-0.003993475814283979,0.0816833908272902,-0.16293731950119986,0.15574399801385483,0.0018265538757310823,1999.8735770250407,3050.2925862607976,0.9999363882939768,
hsa_dynamic_labor_share_gap_hp_baseline_20260623_110526,hsa_dynamic,labor_share_gap_hp,baseline,unrestricted,log100_centered10,theta,-0.016612983597662122,0.2703258207310814,-0.3801808294012493,0.5618608430223654,0.024536702013025928,121.37875628844756,445.34981529455257,0.9998030634136662,bulk ESS < 400
hsa_dynamic_labor_share_gap_hp_baseline_20260623_110526,hsa_dynamic,labor_share_gap_hp,baseline,unrestricted,log100_centered10,phi_1,0.6321417499538539,0.06408833441643186,0.5046779144632443,0.7529828091243339,0.0011790006581466038,2954.812140555225,3103.658170588501,0.999882461474376,
hsa_dynamic_labor_share_gap_hp_baseline_20260623_110526,hsa_dynamic,labor_share_gap_hp,baseline,unrestricted,log100_centered10,rho_1,0.8994201236934077,0.12499197262160736,0.6120054272328602,1.112291316965375,0.003543218632244673,1244.4238964322894,1288.2571648151013,1.0015174814670995,
hsa_dynamic_labor_share_gap_hp_baseline_20260623_110526,hsa_dynamic,labor_share_gap_hp,baseline,unrestricted,log100_centered10,rho_2,0.014691933541538782,0.10589848384088828,-0.17926031711546067,0.24499345262526406,0.002282178930083738,2153.1788323147994,2758.629905038787,0.9998585361911922,
hsa_dynamic_labor_share_gap_hp_baseline_20260623_110526,hsa_dynamic,labor_share_gap_hp,baseline,unrestricted,log100_centered10,n,-0.03326944937545754,0.026643608991944193,-0.08014088002961661,0.02119889513834586,0.0017324101834565349,236.52913699777974,892.3936968153791,0.9996979949711527,bulk ESS < 400
hsa_dynamic_labor_share_gap_hp_baseline_20260623_110526,hsa_dynamic,labor_share_gap_hp,baseline,unrestricted,log100_centered10,sigma_e,0.6245412726923862,0.0433056256577566,0.5460932311019023,0.713930005574872,0.0008437132219103903,2634.504379326829,2760.7154777060978,0.9996905079841424,
hsa_dynamic_labor_share_gap_hp_baseline_20260623_110526,hsa_dynamic,labor_share_gap_hp,baseline,unrestricted,log100_centered10,sigma_zeta,0.8373003860589131,0.053027383366894304,0.7426838818610652,0.9492370250815432,0.0009374005591827424,3200.0,3040.7314086575216,1.0007575534398967,
hsa_dynamic_labor_share_gap_hp_baseline_20260623_110526,hsa_dynamic,labor_share_gap_hp,baseline,unrestricted,log100_centered10,sigma_u,0.19225275586609186,0.0201234591493786,0.15728018508482303,0.23747547382321715,0.00040746199683597414,2439.1081340367714,3002.81188736325,0.9998110641570015,
hsa_dynamic_labor_share_gap_hp_baseline_20260623_110526,hsa_dynamic,labor_share_gap_hp,baseline,unrestricted,log100_centered10,sigma_eps,0.2054271562184809,0.022544391799692077,0.16554039853579183,0.25276342714482125,0.0007001596384284769,1036.7711495361243,1939.8709893368216,1.000208512965243,
hsa_dynamic_labor_share_gap_hp_baseline_20260623_110526,hsa_dynamic,labor_share_gap_hp,baseline,unrestricted,log100_centered10,sigma_N,0.25059033172044926,0.020159763628522547,0.2152868186140294,0.29403363712048314,0.00039139410617573844,2653.0309009329776,2895.062325481138,0.9996969163907218,
hsa_dynamic_labor_share_gap_hp_baseline_20260702_073654,hsa_dynamic,labor_share_gap_hp,baseline,unrestricted,log100_centered10,alpha,0.6372843168699583,0.05099450103844614,0.5340091898305104,0.7368719743028879,0.0009014639371877426,3200.0,3200.0,0.9998055341755688,
hsa_dynamic_labor_share_gap_hp_baseline_20260702_073654,hsa_dynamic,labor_share_gap_hp,baseline,unrestricted,log100_centered10,kappa,-0.0025386918122451384,0.0823272500189783,-0.16433147668149933,0.15677219310255278,0.0015376572138472158,2866.607004239403,2804.229963835451,0.9997144722745349,
hsa_dynamic_labor_share_gap_hp_baseline_20260702_073654,hsa_dynamic,labor_share_gap_hp,baseline,unrestricted,log100_centered10,theta,-0.08182708702008654,0.04860770231126635,-0.17156072775574172,0.02643393655116341,0.0014520030285776941,1120.6632761444855,712.8661965216504,0.9999981771357878,
hsa_dynamic_labor_share_gap_hp_baseline_20260702_073654,hsa_dynamic,labor_share_gap_hp,baseline,unrestricted,log100_centered10,phi_1,0.6329364944112096,0.06712837922579437,0.5034394465626345,0.7637586271156908,0.001186673304015534,3200.0,3200.0,1.0017868184311316,
hsa_dynamic_labor_share_gap_hp_baseline_20260702_073654,hsa_dynamic,labor_share_gap_hp,baseline,unrestricted,log100_centered10,rho_1,1.7671175873324594,0.05234876708288195,1.6573598899248712,1.865312187581106,0.0011119077109313605,2216.5392763016553,1941.0189415189393,1.001268037896105,
hsa_dynamic_labor_share_gap_hp_baseline_20260702_073654,hsa_dynamic,labor_share_gap_hp,baseline,unrestricted,log100_centered10,rho_2,-0.7814043061266998,0.05070829960456232,-0.8761544859110308,-0.675686913835086,0.0010097766348151124,2521.7815360566533,2110.684250721971,1.0011484213677906,
hsa_dynamic_labor_share_gap_hp_baseline_20260702_073654,hsa_dynamic,labor_share_gap_hp,baseline,unrestricted,log100_centered10,n,-0.05281620690816619,0.010414385466367991,-0.0710529168307724,-0.030400255525023054,0.0005113222146414017,414.8374669197786,438.3384216967203,1.0002731736398578,
