run,model,data_spec,prior_spec,constraint_spec,n_transform,parameter,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,ess_bulk,ess_tail,r_hat,warning
ces_inv_markup_tight_20260623_002003,ces,inv_markup,tight,unrestricted,log100_centered10,rho,-0.042923747706588536,0.10276364141195582,-0.24397951883054053,0.15645507870597622,0.001864462746275888,3037.8865402704077,2889.560267193804,0.9999616940462799,
ces_inv_markup_tight_20260623_002003,ces,inv_markup,tight,unrestricted,log100_centered10,sigma_e,0.689195860558965,0.04363108544092897,0.6083473907017674,0.782478965140044,0.0008325254191332861,2746.6102074516193,2921.9703459082925,1.0000540968677007,
ces_inv_markup_tight_20260623_002003,ces,inv_markup,tight,unrestricted,log100_centered10,sigma_zeta,0.49922005314631834,0.03178649807545828,0.43990334026598865,0.5638371386223581,0.0006047054054514204,2763.106770013239,3200.0,1.0000217392697004,
ces_inv_markup_weak_20260623_002002,ces,inv_markup,weak,unrestricted,log100_centered10,alpha,0.6488020645508003,0.05313280357318322,0.5428809169920068,0.7514662513491891,0.000939264142751267,3200.0,2311.704515640171,0.9998519087415421,
ces_inv_markup_weak_20260623_002002,ces,inv_markup,weak,unrestricted,log100_centered10,kappa,-0.027663863407201193,0.13107506623109128,-0.2831794989678778,0.22828275746645624,0.0024454572610436644,2872.8967461643842,2999.40315564854,0.999694271408471,
ces_inv_markup_weak_20260623_002002,ces,inv_markup,weak,unrestricted,log100_centered10,phi_1,0.6601268991192586,0.07011914684835367,0.5216401213120841,0.7967782471250656,0.0012395431056871553,3200.0,3200.0,0.9996936917916289,
ces_inv_markup_weak_20260623_002002,ces,inv_markup,weak,unrestricted,log100_centered10,lambda_ez,0.010901530609476254,0.1715660896843603,-0.3198701147532743,0.339514819301033,0.003098343305530487,3066.223667828054,3118.9722688274,0.9998718681807498,
ces_inv_markup_weak_20260623_002002,ces,inv_markup,weak,unrestricted,log100_centered10,rho,0.00829628144906389,0.12592256521090436,-0.2308272070001675,0.24607357644796485,0.0022604209429663235,3103.3337151749383,3200.0,0.9998388934149371,
ces_inv_markup_weak_20260623_002002,ces,inv_markup,weak,unrestricted,log100_centered10,sigma_e,0.6692554975814463,0.04461645799761983,0.58759358603894,0.762560140328454,0.0008779813557481345,2582.37668517823,2506.9021322337444,0.9997417037594256,
ces_inv_markup_weak_20260623_002002,ces,inv_markup,weak,unrestricted,log100_centered10,sigma_zeta,0.49904749095321316,0.03212919206653688,0.4404116417692994,0.566154253177735,0.0005679692396073314,3200.0,3002.6957774687558,0.9996925647402324,
ces_labor_share_gap_hp_baseline_20260623_104842,ces,labor_share_gap_hp,baseline,unrestricted,log100_centered10,alpha,0.6342515934453365,0.06089169351892732,0.5533908467610666,0.7341669245682174,0.009627822105236177,40.0,40.0,0.9755412412071169,bulk ESS < 400; tail ESS < 400
ces_labor_share_gap_hp_baseline_20260623_104842,ces,labor_share_gap_hp,baseline,unrestricted,log100_centered10,kappa,-0.005599430253541796,0.08700462075852093,-0.16148535773765058,0.17718627049824306,0.013756638427804639,40.0,40.0,0.9876745299834946,bulk ESS < 400; tail ESS < 400
ces_labor_share_gap_hp_baseline_20260623_104842,ces,labor_share_gap_hp,baseline,unrestricted,log100_centered10,phi_1,0.6414335109451246,0.07193700204832404,0.5046014969685152,0.7429847574334879,0.011374238725845103,40.0,23.291713961407492,0.9755035303666653,bulk ESS < 400; tail ESS < 400
ces_labor_share_gap_hp_baseline_20260623_104842,ces,labor_share_gap_hp,baseline,unrestricted,log100_centered10,lambda_ez,0.0007766856337075662,0.09610716322424549,-0.18461320856927954,0.17483176349974394,0.01587354827846899,36.657553957407934,40.0,1.0094122747235126,bulk ESS < 400; tail ESS < 400
ces_labor_share_gap_hp_baseline_20260623_104842,ces,labor_share_gap_hp,baseline,unrestricted,log100_centered10,rho,-0.003231240290090463,0.12371372927646944,-0.25948383149242205,0.21727667154926036,0.020817272111006358,35.31735405097276,40.0,1.0144402185735393,R-hat > 1.01; bulk ESS < 400; tail ESS < 400
ces_labor_share_gap_hp_baseline_20260623_104842,ces,labor_share_gap_hp,baseline,unrestricted,log100_centered10,sigma_e,0.6647200965015363,0.04410582977012017,0.5891549013157527,0.7189808741312901,0.006973744008262023,40.0,40.0,0.9767796272329811,bulk ESS < 400; tail ESS < 400
ces_labor_share_gap_hp_baseline_20260623_104842,ces,labor_share_gap_hp,baseline,unrestricted,log100_centered10,sigma_zeta,0.8732184797097495,0.052307567459089245,0.788563323305458,0.9623622829696727,0.008270552601681419,40.0,40.0,1.0156333194920113,R-hat > 1.01; bulk ESS < 400; tail ESS < 400
ces_labor_share_gap_hp_baseline_20260623_110156,ces,labor_share_gap_hp,baseline,unrestricted,log100_centered10,alpha,0.6400678950317326,0.05400269338474416,0.5363178682566423,0.747132589252539,0.0009546417673672626,3200.0,3200.0,1.0001617383401795,
ces_labor_share_gap_hp_baseline_20260623_110156,ces,labor_share_gap_hp,baseline,unrestricted,log100_centered10,kappa,-0.008144742216595866,0.08249739653617683,-0.1684975849254133,0.150315080628844,0.0015833237071601264,2714.8201092443546,2672.8808113875307,0.9997036652989155,
ces_labor_share_gap_hp_baseline_20260623_110156,ces,labor_share_gap_hp,baseline,unrestricted,log100_centered10,phi_1,0.6319559416468237,0.06858392158572515,0.49781849050887883,0.7679106659956529,0.0012124039008408172,3200.0,3200.0,0.9998453824472429,
ces_labor_share_gap_hp_baseline_20260623_110156,ces,labor_share_gap_hp,baseline,unrestricted,log100_centered10,lambda_ez,0.009918434470905386,0.10624592678576984,-0.20230766340625675,0.21775492794880913,0.0020241947338224086,2754.9898119312165,3026.6693910107238,0.9996877117107242,
ces_labor_share_gap_hp_baseline_20260623_110156,ces,labor_share_gap_hp,baseline,unrestricted,log100_centered10,rho,0.012602366392262141,0.13404165419836006,-0.25415739680321126,0.27555807272114435,0.0025377007028441526,2789.965016455304,3020.903868309098,0.9996898099431366,
ces_labor_share_gap_hp_baseline_20260623_110156,ces,labor_share_gap_hp,baseline,unrestricted,log100_centered10,sigma_e,0.6758657174338845,0.044390829634783247,0.5958038658876884,0.7685752923783893,0.0008087503741905178,3012.711424300288,3002.8866673473062,0.9999409451351716,
ces_labor_share_gap_hp_baseline_20260623_110156,ces,labor_share_gap_hp,baseline,unrestricted,log100_centered10,sigma_zeta,0.868051288980707,0.0556878712364157,0.7665415104518193,0.9883731013325373,0.0010860641829536723,2629.119039479937,2751.843137923596,0.99976632369193,
ces_labor_share_gap_hp_baseline_20260702_071127,ces,labor_share_gap_hp,baseline,unrestricted,log100_centered10,alpha,0.6400678950317326,0.05400269338474416,0.5363178682566423,0.747132589252539,0.0009546417673672626,3200.0,3200.0,1.0001617383401795,
ces_labor_share_gap_hp_baseline_20260702_071127,ces,labor_share_gap_hp,baseline,unrestricted,log100_centered10,kappa,-0.008144742216595866,0.08249739653617683,-0.1684975849254133,0.150315080628844,0.0015833237071601264,2714.8201092443546,2672.8808113875307,0.9997036652989155,
ces_labor_share_gap_hp_baseline_20260702_071127,ces,labor_share_gap_hp,baseline,unrestricted,log100_centered10,phi_1,0.6319559416468237,0.06858392158572515,0.49781849050887883,0.7679106659956529,0.0012124039008408172,3200.0,3200.0,0.9998453824472429,
ces_labor_share_gap_hp_baseline_20260702_071127,ces,labor_share_gap_hp,baseline,unrestricted,log100_centered10,lambda_ez,0.009918434470905386,0.10624592678576984,-0.20230766340625675,0.21775492794880913,0.0020241947338224086,2754.9898119312165,3026.6693910107238,0.9996877117107242,
ces_labor_share_gap_hp_baseline_20260702_071127,ces,labor_share_gap_hp,baseline,unrestricted,log100_centered10,rho,0.012602366392262141,0.13404165419836006,-0.25415739680321126,0.27555807272114435,0.0025377007028441526,2789.965016455304,3020.903868309098,0.9996898099431366,
ces_labor_share_gap_hp_baseline_20260702_071127,ces,labor_share_gap_hp,baseline,unrestricted,log100_centered10,sigma_e,0.6758657174338845,0.044390829634783247,0.5958038658876884,0.7685752923783893,0.0008087503741905178,3012.711424300288,3002.8866673473062,0.9999409451351716,
